,Solvent,dH (kJ/mol),dS (J/mol/K),BASE_State,BASE_Category,Canonical SMILES,Source,GT_Data,BASE_Monomer_State,BASE_Polymer_State,Solvent_SMILES,Solvent_SMILES_2,SOLV_PARAM_s_g,SOLV_PARAM_b_g,SOLV_PARAM_e_g,SOLV_PARAM_l_g,SOLV_PARAM_a_g,SOLV_PARAM_c_g,SOLV_PARAM_visc at 298 K (cP),SOLV_PARAM_dielectric constant,PEP_dHf_0,PEP_dHf_1,PEP_dHf_2,PEP_dH_(kcal/mol),TANIMOTO,DIPOLE_mmff94,MIX_dGsolv298(kJ/mol),MIX_dHsolv298(kJ/mol),MIX_dSsolv298(kJ/mol/K),MIX_logK,MIX_logP,SOLUTE_E_GC,SOLUTE_S_GC,SOLUTE_A_GC,SOLUTE_B_GC,SOLUTE_L_GC,SOLUTE_V_GC,SOLUTE_E_ML,SOLUTE_S_ML,SOLUTE_A_ML,SOLUTE_B_ML,SOLUTE_L_ML,SOLUTE_V_ML,RDKIT_MaxAbsEStateIndex,RDKIT_MaxEStateIndex,RDKIT_MinAbsEStateIndex,RDKIT_MinEStateIndex,RDKIT_qed,RDKIT_SPS,RDKIT_MolWt,RDKIT_HeavyAtomMolWt,RDKIT_ExactMolWt,RDKIT_NumValenceElectrons,RDKIT_NumRadicalElectrons,RDKIT_MaxPartialCharge,RDKIT_MinPartialCharge,RDKIT_MaxAbsPartialCharge,RDKIT_MinAbsPartialCharge,RDKIT_FpDensityMorgan1,RDKIT_FpDensityMorgan2,RDKIT_FpDensityMorgan3,RDKIT_BCUT2D_MWHI,RDKIT_BCUT2D_MWLOW,RDKIT_BCUT2D_CHGHI,RDKIT_BCUT2D_CHGLO,RDKIT_BCUT2D_LOGPHI,RDKIT_BCUT2D_LOGPLOW,RDKIT_BCUT2D_MRHI,RDKIT_BCUT2D_MRLOW,RDKIT_AvgIpc,RDKIT_BalabanJ,RDKIT_BertzCT,RDKIT_Chi0,RDKIT_Chi0n,RDKIT_Chi0v,RDKIT_Chi1,RDKIT_Chi1n,RDKIT_Chi1v,RDKIT_Chi2n,RDKIT_Chi2v,RDKIT_Chi3n,RDKIT_Chi3v,RDKIT_Chi4n,RDKIT_Chi4v,RDKIT_HallKierAlpha,RDKIT_Ipc,RDKIT_Kappa1,RDKIT_Kappa2,RDKIT_Kappa3,RDKIT_LabuteASA,RDKIT_PEOE_VSA1,RDKIT_PEOE_VSA10,RDKIT_PEOE_VSA11,RDKIT_PEOE_VSA12,RDKIT_PEOE_VSA13,RDKIT_PEOE_VSA14,RDKIT_PEOE_VSA2,RDKIT_PEOE_VSA3,RDKIT_PEOE_VSA4,RDKIT_PEOE_VSA5,RDKIT_PEOE_VSA6,RDKIT_PEOE_VSA7,RDKIT_PEOE_VSA8,RDKIT_PEOE_VSA9,RDKIT_SMR_VSA1,RDKIT_SMR_VSA10,RDKIT_SMR_VSA2,RDKIT_SMR_VSA3,RDKIT_SMR_VSA4,RDKIT_SMR_VSA5,RDKIT_SMR_VSA6,RDKIT_SMR_VSA7,RDKIT_SMR_VSA8,RDKIT_SMR_VSA9,RDKIT_SlogP_VSA1,RDKIT_SlogP_VSA10,RDKIT_SlogP_VSA11,RDKIT_SlogP_VSA12,RDKIT_SlogP_VSA2,RDKIT_SlogP_VSA3,RDKIT_SlogP_VSA4,RDKIT_SlogP_VSA5,RDKIT_SlogP_VSA6,RDKIT_SlogP_VSA7,RDKIT_SlogP_VSA8,RDKIT_SlogP_VSA9,RDKIT_TPSA,RDKIT_EState_VSA1,RDKIT_EState_VSA10,RDKIT_EState_VSA11,RDKIT_EState_VSA2,RDKIT_EState_VSA3,RDKIT_EState_VSA4,RDKIT_EState_VSA5,RDKIT_EState_VSA6,RDKIT_EState_VSA7,RDKIT_EState_VSA8,RDKIT_EState_VSA9,RDKIT_VSA_EState1,RDKIT_VSA_EState10,RDKIT_VSA_EState2,RDKIT_VSA_EState3,RDKIT_VSA_EState4,RDKIT_VSA_EState5,RDKIT_VSA_EState6,RDKIT_VSA_EState7,RDKIT_VSA_EState8,RDKIT_VSA_EState9,RDKIT_FractionCSP3,RDKIT_HeavyAtomCount,RDKIT_NHOHCount,RDKIT_NOCount,RDKIT_NumAliphaticCarbocycles,RDKIT_NumAliphaticHeterocycles,RDKIT_NumAliphaticRings,RDKIT_NumAromaticCarbocycles,RDKIT_NumAromaticHeterocycles,RDKIT_NumAromaticRings,RDKIT_NumHAcceptors,RDKIT_NumHDonors,RDKIT_NumHeteroatoms,RDKIT_NumRotatableBonds,RDKIT_NumSaturatedCarbocycles,RDKIT_NumSaturatedHeterocycles,RDKIT_NumSaturatedRings,RDKIT_RingCount,RDKIT_MolLogP,RDKIT_MolMR,RDKIT_fr_Al_COO,RDKIT_fr_Al_OH,RDKIT_fr_Al_OH_noTert,RDKIT_fr_ArN,RDKIT_fr_Ar_COO,RDKIT_fr_Ar_N,RDKIT_fr_Ar_NH,RDKIT_fr_Ar_OH,RDKIT_fr_COO,RDKIT_fr_COO2,RDKIT_fr_C_O,RDKIT_fr_C_O_noCOO,RDKIT_fr_C_S,RDKIT_fr_HOCCN,RDKIT_fr_Imine,RDKIT_fr_NH0,RDKIT_fr_NH1,RDKIT_fr_NH2,RDKIT_fr_N_O,RDKIT_fr_Ndealkylation1,RDKIT_fr_Ndealkylation2,RDKIT_fr_Nhpyrrole,RDKIT_fr_SH,RDKIT_fr_aldehyde,RDKIT_fr_alkyl_carbamate,RDKIT_fr_alkyl_halide,RDKIT_fr_allylic_oxid,RDKIT_fr_amide,RDKIT_fr_amidine,RDKIT_fr_aniline,RDKIT_fr_aryl_methyl,RDKIT_fr_azide,RDKIT_fr_azo,RDKIT_fr_barbitur,RDKIT_fr_benzene,RDKIT_fr_benzodiazepine,RDKIT_fr_bicyclic,RDKIT_fr_diazo,RDKIT_fr_dihydropyridine,RDKIT_fr_epoxide,RDKIT_fr_ester,RDKIT_fr_ether,RDKIT_fr_furan,RDKIT_fr_guanido,RDKIT_fr_halogen,RDKIT_fr_hdrzine,RDKIT_fr_hdrzone,RDKIT_fr_imidazole,RDKIT_fr_imide,RDKIT_fr_isocyan,RDKIT_fr_isothiocyan,RDKIT_fr_ketone,RDKIT_fr_ketone_Topliss,RDKIT_fr_lactam,RDKIT_fr_lactone,RDKIT_fr_methoxy,RDKIT_fr_morpholine,RDKIT_fr_nitrile,RDKIT_fr_nitro,RDKIT_fr_nitro_arom,RDKIT_fr_nitro_arom_nonortho,RDKIT_fr_nitroso,RDKIT_fr_oxazole,RDKIT_fr_oxime,RDKIT_fr_para_hydroxylation,RDKIT_fr_phenol,RDKIT_fr_phenol_noOrthoHbond,RDKIT_fr_phos_acid,RDKIT_fr_phos_ester,RDKIT_fr_piperdine,RDKIT_fr_piperzine,RDKIT_fr_priamide,RDKIT_fr_prisulfonamd,RDKIT_fr_pyridine,RDKIT_fr_quatN,RDKIT_fr_sulfide,RDKIT_fr_sulfonamd,RDKIT_fr_sulfone,RDKIT_fr_term_acetylene,RDKIT_fr_tetrazole,RDKIT_fr_thiazole,RDKIT_fr_thiocyan,RDKIT_fr_thiophene,RDKIT_fr_unbrch_alkane,RDKIT_fr_urea,STERICS_Backbone_Length,STERICS_Side_Chain_Ratio,STERICS_Wiener_Index,STERICS_Chiral_Centers,STERICS_Rad_Gyration,STERICS_VDW_Volume,STERICS_Volume,STERICS_Bridgehead_Atoms,STERICS_Stereocenters
364,,-42.5,,ls,vinyl/acrylic,C=C(C)C(=O)O,PHB-sourced,FALSE,l,s,,,,,,,,,,,-86.54,-129.78,-239.06,-22.74,1,2.05,-29.96,-53.82,-0.0801,5.25,0.77,0.3551,0.5556,0.5208,0.4309,2.8689,0.7036,0.3403,0.6419,0.6356,0.4223,2.8065,0.7036,9.599537037,9.599537037,0.175925926,-0.935185185,0.475450776,7.5,86.09,80.042,86.03677943,34,0,0.330163383,-0.477896962,0.477896962,0.330163383,1.833333333,2,2,16.3656361,10.37068292,1.897386028,-1.793317599,1.805228062,-1.917014792,5.843567008,-0.132049051,1.360964047,3.567703455,71.54887502,5.154700538,3.562568667,3.562568667,2.64273441,1.531284334,1.531284334,1.08548265,1.08548265,0.365091197,0.365091197,0,0,-0.79,13.60964047,5.21,1.598146964,1.52152648,36.10023019,5.106527395,0,0,0,0,5.969305288,0,4.794537184,0,0,6.578935684,6.9237372,5.57310453,0,9.901064579,5.969305288,0,0,0,6.9237372,0,12.15204021,0,0,0,0,0,0,11.07583268,4.794537184,0,6.9237372,12.15204021,0,0,0,37.3,5.969305288,4.794537184,0,5.57310453,0,0,6.9237372,0,0,6.578935684,5.106527395,0,0,9.599537037,7.891203704,0.175925926,-0.935185185,0,0,4.601851852,0,0.25,6,1,2,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0.6471,22.4498,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.5,62,0,1.656403905,146.5741468,823.5496646,0,1
365,methanol,-57,,ss,vinyl/acrylic,C=C(C)C(=O)O,PHB,FALSE,s,s,CO,,1.04,1.62,-0.17,0.76,4,0.01,0.54,33,-86.54,-129.78,-239.06,-22.74,0.167,2.04,-18.56,-33.97,-0.0517,3.25,-0.44,0.3551,0.5556,0.5208,0.4309,2.8689,0.7036,0.3403,0.6419,0.6356,0.4223,2.8065,0.7036,9.599537037,9.599537037,0.175925926,-0.935185185,0.475450776,7.5,86.09,80.042,86.03677943,34,0,0.330163383,-0.477896962,0.477896962,0.330163383,1.833333333,2,2,16.3656361,10.37068292,1.897386028,-1.793317599,1.805228062,-1.917014792,5.843567008,-0.132049051,1.360964047,3.567703455,71.54887502,5.154700538,3.562568667,3.562568667,2.64273441,1.531284334,1.531284334,1.08548265,1.08548265,0.365091197,0.365091197,0,0,-0.79,13.60964047,5.21,1.598146964,1.52152648,36.10023019,5.106527395,0,0,0,0,5.969305288,0,4.794537184,0,0,6.578935684,6.9237372,5.57310453,0,9.901064579,5.969305288,0,0,0,6.9237372,0,12.15204021,0,0,0,0,0,0,11.07583268,4.794537184,0,6.9237372,12.15204021,0,0,0,37.3,5.969305288,4.794537184,0,5.57310453,0,0,6.9237372,0,0,6.578935684,5.106527395,0,0,9.599537037,7.891203704,0.175925926,-0.935185185,0,0,4.601851852,0,0.25,6,1,2,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0.6471,22.4498,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.5,62,0,1.65640374,146.5741468,823.5496646,0,1
366,water,-61.3,,ss,vinyl/acrylic,C=C(C)C(=O)O,PHB-averaged,FALSE,s,s,O,,2.75,4.84,0.83,-0.23,3.93,-1.26,0.92,80.4,-86.54,-129.78,-239.06,-22.74,0,2.06,-21.27,-37.69,-0.0551,3.73,-0.93,0.3551,0.5556,0.5208,0.4309,2.8689,0.7036,0.3403,0.6419,0.6356,0.4223,2.8065,0.7036,9.599537037,9.599537037,0.175925926,-0.935185185,0.475450776,7.5,86.09,80.042,86.03677943,34,0,0.330163383,-0.477896962,0.477896962,0.330163383,1.833333333,2,2,16.3656361,10.37068292,1.897386028,-1.793317599,1.805228062,-1.917014792,5.843567008,-0.132049051,1.360964047,3.567703455,71.54887502,5.154700538,3.562568667,3.562568667,2.64273441,1.531284334,1.531284334,1.08548265,1.08548265,0.365091197,0.365091197,0,0,-0.79,13.60964047,5.21,1.598146964,1.52152648,36.10023019,5.106527395,0,0,0,0,5.969305288,0,4.794537184,0,0,6.578935684,6.9237372,5.57310453,0,9.901064579,5.969305288,0,0,0,6.9237372,0,12.15204021,0,0,0,0,0,0,11.07583268,4.794537184,0,6.9237372,12.15204021,0,0,0,37.3,5.969305288,4.794537184,0,5.57310453,0,0,6.9237372,0,0,6.578935684,5.106527395,0,0,9.599537037,7.891203704,0.175925926,-0.935185185,0,0,4.601851852,0,0.25,6,1,2,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0.6471,22.4498,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.5,62,0,1.660465493,146.5741468,823.5496646,0,1
367,acetonitrile,-58.5,,ss,vinyl/acrylic,C=C(C)C(=O)OC,PHB,FALSE,s,s,CC#N,,2.49,0.28,-0.5,0.72,2.66,0.02,0.34,37.5,-82.18,-125.42,-230.34,-22.74,0.05,1.99,-18.1,-31.73,-0.0457,3.17,0.31,0.201,0.5659,0,0.4552,2.8615,0.8445,0.2518,0.5383,-0.0008,0.4315,2.834,0.8445,10.18981481,10.18981481,0.347222222,-0.347222222,0.35850815,7.714285714,100.117,92.053,100.0524295,40,0,0.332326985,-0.465674779,0.465674779,0.332326985,1.714285714,2.142857143,2.142857143,16.52333817,10.36531232,1.950056343,-1.910411856,1.865221625,-1.983996812,5.862236422,-0.135499708,1.64571137,3.577919926,94.25327665,5.86180732,4.523603362,4.523603362,3.180739213,1.920049972,1.920049972,1.27191171,1.27191171,0.533857118,0.533857118,0.174230856,0.174230856,-0.79,27.9770933,6.21,2.394521355,1.977754319,42.78448378,4.736862954,0,0,0,0,5.969305288,0,4.794537184,0,0,6.578935684,6.9237372,5.57310453,7.109797541,9.531400138,5.969305288,0,0,0,6.9237372,7.109797541,12.15204021,0,0,0,0,0,0,13.07910283,9.531400138,0,6.9237372,12.15204021,0,0,0,26.3,0,4.794537184,0,5.969305288,5.57310453,0,7.109797541,6.9237372,0,11.31579864,0,4.273148148,0,10.18981481,0,0.43287037,-0.347222222,0,0,4.954351852,1.33037037,0.4,7,0,2,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0.7355,26.83,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.56,88,0,1.881248015,171.0031713,960.807942,0,1
368,n-hexane,-58.5,,ss,vinyl/acrylic,C=C(C)C(=O)OC,PHB,FALSE,s,s,CCCCCC,,0,-0.13,-0.24,1,0,0.3,0.3,2,-82.18,-125.42,-230.34,-22.74,0.048,2,-14.08,-25.77,-0.0392,2.47,4.29,0.201,0.5659,0,0.4552,2.8615,0.8445,0.2518,0.5383,-0.0008,0.4315,2.834,0.8445,10.18981481,10.18981481,0.347222222,-0.347222222,0.35850815,7.714285714,100.117,92.053,100.0524295,40,0,0.332326985,-0.465674779,0.465674779,0.332326985,1.714285714,2.142857143,2.142857143,16.52333817,10.36531232,1.950056343,-1.910411856,1.865221625,-1.983996812,5.862236422,-0.135499708,1.64571137,3.577919926,94.25327665,5.86180732,4.523603362,4.523603362,3.180739213,1.920049972,1.920049972,1.27191171,1.27191171,0.533857118,0.533857118,0.174230856,0.174230856,-0.79,27.9770933,6.21,2.394521355,1.977754319,42.78448378,4.736862954,0,0,0,0,5.969305288,0,4.794537184,0,0,6.578935684,6.9237372,5.57310453,7.109797541,9.531400138,5.969305288,0,0,0,6.9237372,7.109797541,12.15204021,0,0,0,0,0,0,13.07910283,9.531400138,0,6.9237372,12.15204021,0,0,0,26.3,0,4.794537184,0,5.969305288,5.57310453,0,7.109797541,6.9237372,0,11.31579864,0,4.273148148,0,10.18981481,0,0.43287037,-0.347222222,0,0,4.954351852,1.33037037,0.4,7,0,2,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0.7355,26.83,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.56,88,0,1.881248312,171.0031713,960.807942,0,1
369,tetrahydrofuran,-57.5,,ss,vinyl/acrylic,C=C(C)C(=O)OC,PHB,FALSE,s,s,C1CCOC1,,1.33,-0.04,-0.49,1.02,3.12,0.16,0.47,7.58,-82.18,-125.42,-230.34,-22.74,0,1.98,-17.74,-33.31,-0.0523,3.11,0.54,0.201,0.5659,0,0.4552,2.8615,0.8445,0.2518,0.5383,-0.0008,0.4315,2.834,0.8445,10.18981481,10.18981481,0.347222222,-0.347222222,0.35850815,7.714285714,100.117,92.053,100.0524295,40,0,0.332326985,-0.465674779,0.465674779,0.332326985,1.714285714,2.142857143,2.142857143,16.52333817,10.36531232,1.950056343,-1.910411856,1.865221625,-1.983996812,5.862236422,-0.135499708,1.64571137,3.577919926,94.25327665,5.86180732,4.523603362,4.523603362,3.180739213,1.920049972,1.920049972,1.27191171,1.27191171,0.533857118,0.533857118,0.174230856,0.174230856,-0.79,27.9770933,6.21,2.394521355,1.977754319,42.78448378,4.736862954,0,0,0,0,5.969305288,0,4.794537184,0,0,6.578935684,6.9237372,5.57310453,7.109797541,9.531400138,5.969305288,0,0,0,6.9237372,7.109797541,12.15204021,0,0,0,0,0,0,13.07910283,9.531400138,0,6.9237372,12.15204021,0,0,0,26.3,0,4.794537184,0,5.969305288,5.57310453,0,7.109797541,6.9237372,0,11.31579864,0,4.273148148,0,10.18981481,0,0.43287037,-0.347222222,0,0,4.954351852,1.33037037,0.4,7,0,2,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0.7355,26.83,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.56,88,0,1.868725188,171.0031713,960.807942,0,1
370,,-54.5,,ls,vinyl/acrylic,C=C(C)C(=O)OC(C)(C)C,PHB,FALSE,l,s,,,,,,,,,,,-109.96,-153.2,-285.9,-22.74,1,2.04,-23.88,-42.46,-0.0623,4.19,2.42,0.1587,0.4686,0,0.4925,3.7958,1.2672,0.1229,0.4538,-0.0023,0.5418,3.8577,1.2672,10.83668981,10.83668981,0.326388889,-0.406712963,0.412632305,10.8,142.198,128.086,142.0993797,58,0,0.333126304,-0.456627419,0.456627419,0.333126304,1.4,1.8,1.9,16.5527196,10.16715473,2.152818878,-2.185880373,2.085460824,-2.234610604,5.867162615,-0.149253847,1.599818237,3.932415912,151.1307515,8.36180732,7.023603362,7.023603362,4.327185822,3.215925826,3.215925826,3.282222073,3.282222073,0.747345633,0.747345633,0.365208537,0.365208537,-0.79,75.19145712,9.21,2.862742982,4.125077866,61.87931013,4.736862954,5.601050811,0,0,0,5.969305288,0,4.794537184,0,0,6.578935684,27.6949488,5.57310453,0,9.531400138,5.969305288,0,0,0,33.29599961,0,12.15204021,0,0,0,0,0,0,11.5703561,9.531400138,0,27.6949488,12.15204021,0,0,0,26.3,5.601050811,4.794537184,0,5.969305288,5.57310453,0,0,6.9237372,20.7712116,6.578935684,4.736862954,4.960648148,0,10.83668981,0,0.033032407,-0.326388889,0,0,10.57935185,0,0.625,10,0,2,0,0,0,0,0,0,2,0,2,1,0,0,0,0,1.9042,40.659,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.67,199,0,2.316045428,244.2902447,1372.582774,0,1
371,,-60,,ls,vinyl/acrylic,C=C(C)C(=O)OC(C)C,PHB,FALSE,l,s,,,,,,,,,,,-100.1,-143.34,-266.18,-22.74,1,2.03,-23.3,-40.8,-0.0587,4.08,2.23,0.1587,0.4975,0,0.477,3.5665,1.1263,0.1394,0.5157,-0.0034,0.4521,3.4412,1.1263,10.63148148,10.63148148,0.047037037,-0.314814815,0.415981152,9.333333333,128.171,116.075,128.0837296,52,0,0.332859164,-0.459632716,0.459632716,0.332859164,1.555555556,2,2.111111111,16.54193599,10.34275719,2.031835434,-2.053118557,1.952412578,-2.10697137,5.86507473,-0.142017085,1.63437415,3.647424692,124.8778406,7.439157589,6.100953631,6.100953631,4.03658126,2.90220448,2.90220448,2.234393485,2.234393485,0.69120206,0.69120206,0.314668407,0.314668407,-0.79,60.47184355,8.21,3.27792645,3.764785021,55.51436801,4.736862954,0,0,0,0,5.969305288,0,4.794537184,0,0,6.578935684,20.7712116,5.57310453,6.103966388,9.531400138,5.969305288,0,0,0,26.87517799,0,12.15204021,0,0,0,0,0,0,12.07327168,9.531400138,0,20.7712116,12.15204021,0,0,0,26.3,0,4.794537184,0,12.07327168,5.57310453,0,0,20.7712116,0,6.578935684,4.736862954,4.773148148,0,10.63148148,0,0.44787037,-0.314814815,0,-0.047037037,8.676018519,0,0.571428571,9,0,2,0,0,0,0,0,0,2,0,2,2,0,0,0,0,1.5141,36.042,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.64,160,0,2.263596901,219.8612203,1235.324497,0,1
372,,-51,,ls,vinyl/acrylic,C=C(C)C(=O)OC1CCCCC1,PHB,FALSE,l,s,,,,,,,,,,,-104.1,-147.34,-274.18,-22.74,1,2.04,-32.56,-53.36,-0.0698,5.71,3.25,0.4311,0.6221,0,0.5386,5.5254,1.4404,0.3848,0.607,-0.005,0.51,5.0694,1.4404,11.08928193,11.08928193,0.155509259,-0.234351852,0.467323687,18.75,168.236,152.108,168.1150298,68,0,0.33287942,-0.459043179,0.459043179,0.33287942,1.333333333,1.916666667,2.416666667,16.54322489,9.976639631,2.168612935,-2.211160431,2.203084224,-2.204586138,5.865634407,-0.145088763,2.057052417,2.291009335,178.2776008,8.974691495,7.636487537,7.636487537,5.698377303,4.564000522,4.564000522,3.445657604,3.445657604,2.174365308,2.174365308,1.434949275,1.434949275,-0.79,526.6054189,9.299206066,4.289007904,2.683412981,73.6033632,4.736862954,6.103966388,0,0,0,5.969305288,0,4.794537184,0,0,12.99975731,32.60702369,5.57310453,0,9.531400138,5.969305288,0,0,0,45.1318117,0,12.15204021,0,0,0,0,0,0,12.07327168,9.531400138,0,39.02784531,12.15204021,0,0,0,26.3,0,4.794537184,0,12.07327168,5.57310453,12.84164325,19.26246487,6.9237372,0,6.578935684,4.736862954,5.214259259,0,11.08928193,0,0.50053099,-0.234351852,0,5.865267385,5.231678949,0,0.7,12,0,2,1,0,1,0,0,0,2,0,2,2,1,0,1,1,2.4384,47.779,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.71,317,0,2.704659544,293.1482937,1647.099329,0,1
373,,-60,,ls,vinyl/acrylic,C=C(C)C(=O)OCC(C)C,PHB,FALSE,l,s,,,,,,,,,,,-102.25,-145.49,-270.48,-22.74,1,2.1,-25.86,-45.99,-0.0675,4.53,2.63,0.1587,0.5293,0,0.479,4.0822,1.2672,0.1353,0.4902,0.0005,0.4831,4.0455,1.2672,10.72550926,10.72550926,0.2975,-0.2975,0.44307724,9.6,142.198,128.086,142.0993797,58,0,0.332612634,-0.462081107,0.462081107,0.332612634,1.6,2.1,2.4,16.53327606,10.23532588,2.025123182,-2.049699102,1.965098899,-2.093093188,5.863891324,-0.139470986,1.820356594,3.502986511,136.1930176,8.14626437,6.808060412,6.808060412,4.53658126,3.363425644,3.363425644,2.772638649,2.772638649,0.896222728,0.896222728,0.365553844,0.365553844,-0.79,111.0417522,9.21,4.094135409,4.125077866,61.87931013,4.736862954,0,0,0,0,5.969305288,0,4.794537184,0,0,20.42641008,12.84164325,5.57310453,6.606881965,9.531400138,5.969305288,0,0,5.917906046,20.7712116,6.606881965,12.15204021,0,0,0,0,0,0,12.57618725,9.531400138,5.917906046,20.7712116,12.15204021,0,0,0,26.3,0,4.794537184,0,5.969305288,18.09789254,0,0,6.9237372,13.8474744,6.578935684,4.736862954,4.826388889,0,10.72550926,0,0.458935185,0.094444444,0,0,9.561388889,0,0.625,10,0,2,0,0,0,0,0,0,2,0,2,3,0,0,0,0,1.7617,40.611,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.67,215,0,2.574625704,244.2902447,1372.582774,0,1
374,,-56,,ls,vinyl/acrylic,C=C(C)C(=O)OCc1ccccc1,PHB,FALSE,l,s,,,,,,,,,,,-62.25,-105.49,-190.48,-22.74,1,2.08,-38.74,-61.94,-0.0779,6.79,3.24,0.7694,0.9718,0,0.6196,5.9054,1.4523,0.8189,0.8679,-0.006,0.5939,5.9224,1.4523,10.99438256,10.99438256,0.312037037,-0.343654573,0.521476127,9.307692308,176.215,164.119,176.0837296,68,0,0.332940815,-0.457480077,0.457480077,0.332940815,1.384615385,2,2.538461538,16.53294421,10.21910946,2.016626474,-2.027554126,2.019989314,-2.039732447,5.863882568,-0.139697837,2.153938438,2.44256132,301.1261345,9.681798276,7.617461489,7.617461489,6.198377303,4.064713809,4.064713809,2.842061259,2.842061259,1.561216174,1.561216174,0.846315944,0.846315944,-1.57,904.6541439,9.517489064,4.454254544,3.113204185,77.84157799,4.736862954,6.606881965,0,0,0,5.969305288,0,4.794537184,0,0,36.91077103,12.48718869,5.57310453,0,9.531400138,5.969305288,0,0,0,13.53061916,0,48.04732705,0,0,0,0,0,0,5.969305288,16.1382821,0,12.48718869,42.48387556,0,0,0,26.3,0,4.794537184,0,5.969305288,12.17998649,5.563451492,0,6.9237372,30.33183534,6.578935684,4.736862954,4.951018519,0,10.99438256,0,1.410214002,-0.343654573,9.550942303,0,5.437097191,0,0.181818182,13,0,2,0,0,0,1,0,1,2,0,2,3,0,0,0,1,2.3059,51.052,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.73,406,0,2.807101371,317.5773182,1784.357607,0,1
