,Solvent,dH (kJ/mol),dS (J/mol/K),BASE_State,BASE_Category,Canonical SMILES,Source,GT_Data,BASE_Monomer_State,BASE_Polymer_State,Solvent_SMILES,Solvent_SMILES_2,SOLV_PARAM_s_g,SOLV_PARAM_b_g,SOLV_PARAM_e_g,SOLV_PARAM_l_g,SOLV_PARAM_a_g,SOLV_PARAM_c_g,SOLV_PARAM_visc at 298 K (cP),SOLV_PARAM_dielectric constant,PEP_dHf_0,PEP_dHf_1,PEP_dHf_2,PEP_dH_(kcal/mol),TANIMOTO,DIPOLE_mmff94,MIX_dGsolv298(kJ/mol),MIX_dHsolv298(kJ/mol),MIX_dSsolv298(kJ/mol/K),MIX_logK,MIX_logP,SOLUTE_E_GC,SOLUTE_S_GC,SOLUTE_A_GC,SOLUTE_B_GC,SOLUTE_L_GC,SOLUTE_V_GC,SOLUTE_E_ML,SOLUTE_S_ML,SOLUTE_A_ML,SOLUTE_B_ML,SOLUTE_L_ML,SOLUTE_V_ML,RDKIT_MaxAbsEStateIndex,RDKIT_MaxEStateIndex,RDKIT_MinAbsEStateIndex,RDKIT_MinEStateIndex,RDKIT_qed,RDKIT_SPS,RDKIT_MolWt,RDKIT_HeavyAtomMolWt,RDKIT_ExactMolWt,RDKIT_NumValenceElectrons,RDKIT_NumRadicalElectrons,RDKIT_MaxPartialCharge,RDKIT_MinPartialCharge,RDKIT_MaxAbsPartialCharge,RDKIT_MinAbsPartialCharge,RDKIT_FpDensityMorgan1,RDKIT_FpDensityMorgan2,RDKIT_FpDensityMorgan3,RDKIT_BCUT2D_MWHI,RDKIT_BCUT2D_MWLOW,RDKIT_BCUT2D_CHGHI,RDKIT_BCUT2D_CHGLO,RDKIT_BCUT2D_LOGPHI,RDKIT_BCUT2D_LOGPLOW,RDKIT_BCUT2D_MRHI,RDKIT_BCUT2D_MRLOW,RDKIT_AvgIpc,RDKIT_BalabanJ,RDKIT_BertzCT,RDKIT_Chi0,RDKIT_Chi0n,RDKIT_Chi0v,RDKIT_Chi1,RDKIT_Chi1n,RDKIT_Chi1v,RDKIT_Chi2n,RDKIT_Chi2v,RDKIT_Chi3n,RDKIT_Chi3v,RDKIT_Chi4n,RDKIT_Chi4v,RDKIT_HallKierAlpha,RDKIT_Ipc,RDKIT_Kappa1,RDKIT_Kappa2,RDKIT_Kappa3,RDKIT_LabuteASA,RDKIT_PEOE_VSA1,RDKIT_PEOE_VSA10,RDKIT_PEOE_VSA11,RDKIT_PEOE_VSA12,RDKIT_PEOE_VSA13,RDKIT_PEOE_VSA14,RDKIT_PEOE_VSA2,RDKIT_PEOE_VSA3,RDKIT_PEOE_VSA4,RDKIT_PEOE_VSA5,RDKIT_PEOE_VSA6,RDKIT_PEOE_VSA7,RDKIT_PEOE_VSA8,RDKIT_PEOE_VSA9,RDKIT_SMR_VSA1,RDKIT_SMR_VSA10,RDKIT_SMR_VSA2,RDKIT_SMR_VSA3,RDKIT_SMR_VSA4,RDKIT_SMR_VSA5,RDKIT_SMR_VSA6,RDKIT_SMR_VSA7,RDKIT_SMR_VSA8,RDKIT_SMR_VSA9,RDKIT_SlogP_VSA1,RDKIT_SlogP_VSA10,RDKIT_SlogP_VSA11,RDKIT_SlogP_VSA12,RDKIT_SlogP_VSA2,RDKIT_SlogP_VSA3,RDKIT_SlogP_VSA4,RDKIT_SlogP_VSA5,RDKIT_SlogP_VSA6,RDKIT_SlogP_VSA7,RDKIT_SlogP_VSA8,RDKIT_SlogP_VSA9,RDKIT_TPSA,RDKIT_EState_VSA1,RDKIT_EState_VSA10,RDKIT_EState_VSA11,RDKIT_EState_VSA2,RDKIT_EState_VSA3,RDKIT_EState_VSA4,RDKIT_EState_VSA5,RDKIT_EState_VSA6,RDKIT_EState_VSA7,RDKIT_EState_VSA8,RDKIT_EState_VSA9,RDKIT_VSA_EState1,RDKIT_VSA_EState10,RDKIT_VSA_EState2,RDKIT_VSA_EState3,RDKIT_VSA_EState4,RDKIT_VSA_EState5,RDKIT_VSA_EState6,RDKIT_VSA_EState7,RDKIT_VSA_EState8,RDKIT_VSA_EState9,RDKIT_FractionCSP3,RDKIT_HeavyAtomCount,RDKIT_NHOHCount,RDKIT_NOCount,RDKIT_NumAliphaticCarbocycles,RDKIT_NumAliphaticHeterocycles,RDKIT_NumAliphaticRings,RDKIT_NumAromaticCarbocycles,RDKIT_NumAromaticHeterocycles,RDKIT_NumAromaticRings,RDKIT_NumHAcceptors,RDKIT_NumHDonors,RDKIT_NumHeteroatoms,RDKIT_NumRotatableBonds,RDKIT_NumSaturatedCarbocycles,RDKIT_NumSaturatedHeterocycles,RDKIT_NumSaturatedRings,RDKIT_RingCount,RDKIT_MolLogP,RDKIT_MolMR,RDKIT_fr_Al_COO,RDKIT_fr_Al_OH,RDKIT_fr_Al_OH_noTert,RDKIT_fr_ArN,RDKIT_fr_Ar_COO,RDKIT_fr_Ar_N,RDKIT_fr_Ar_NH,RDKIT_fr_Ar_OH,RDKIT_fr_COO,RDKIT_fr_COO2,RDKIT_fr_C_O,RDKIT_fr_C_O_noCOO,RDKIT_fr_C_S,RDKIT_fr_HOCCN,RDKIT_fr_Imine,RDKIT_fr_NH0,RDKIT_fr_NH1,RDKIT_fr_NH2,RDKIT_fr_N_O,RDKIT_fr_Ndealkylation1,RDKIT_fr_Ndealkylation2,RDKIT_fr_Nhpyrrole,RDKIT_fr_SH,RDKIT_fr_aldehyde,RDKIT_fr_alkyl_carbamate,RDKIT_fr_alkyl_halide,RDKIT_fr_allylic_oxid,RDKIT_fr_amide,RDKIT_fr_amidine,RDKIT_fr_aniline,RDKIT_fr_aryl_methyl,RDKIT_fr_azide,RDKIT_fr_azo,RDKIT_fr_barbitur,RDKIT_fr_benzene,RDKIT_fr_benzodiazepine,RDKIT_fr_bicyclic,RDKIT_fr_diazo,RDKIT_fr_dihydropyridine,RDKIT_fr_epoxide,RDKIT_fr_ester,RDKIT_fr_ether,RDKIT_fr_furan,RDKIT_fr_guanido,RDKIT_fr_halogen,RDKIT_fr_hdrzine,RDKIT_fr_hdrzone,RDKIT_fr_imidazole,RDKIT_fr_imide,RDKIT_fr_isocyan,RDKIT_fr_isothiocyan,RDKIT_fr_ketone,RDKIT_fr_ketone_Topliss,RDKIT_fr_lactam,RDKIT_fr_lactone,RDKIT_fr_methoxy,RDKIT_fr_morpholine,RDKIT_fr_nitrile,RDKIT_fr_nitro,RDKIT_fr_nitro_arom,RDKIT_fr_nitro_arom_nonortho,RDKIT_fr_nitroso,RDKIT_fr_oxazole,RDKIT_fr_oxime,RDKIT_fr_para_hydroxylation,RDKIT_fr_phenol,RDKIT_fr_phenol_noOrthoHbond,RDKIT_fr_phos_acid,RDKIT_fr_phos_ester,RDKIT_fr_piperdine,RDKIT_fr_piperzine,RDKIT_fr_priamide,RDKIT_fr_prisulfonamd,RDKIT_fr_pyridine,RDKIT_fr_quatN,RDKIT_fr_sulfide,RDKIT_fr_sulfonamd,RDKIT_fr_sulfone,RDKIT_fr_term_acetylene,RDKIT_fr_tetrazole,RDKIT_fr_thiazole,RDKIT_fr_thiocyan,RDKIT_fr_thiophene,RDKIT_fr_unbrch_alkane,RDKIT_fr_urea,STERICS_Backbone_Length,STERICS_Side_Chain_Ratio,STERICS_Wiener_Index,STERICS_Chiral_Centers,STERICS_Rad_Gyration,STERICS_VDW_Volume,STERICS_Volume,STERICS_Bridgehead_Atoms,STERICS_Stereocenters
10,,-6,26,ls,ROP,O=C1CCCCCCCCCCCCO1,PHB,TRUE,l,s,,,,,,,,,,,-140.47,-157.7,-298.17,0,1,1.91,-43.41,-65.97,-0.0757,7.61,3.84,0.5997,1.4598,0,0.4924,8.521,1.9061,0.3105,1.3742,0.0026,0.5907,7.4987,1.9061,11.23065492,11.23065492,0.006536517,0.006536517,0.570280154,22.8,212.333,188.141,212.17763,88,0,0.305277516,-0.465675005,0.465675005,0.305277516,0.666666667,1.133333333,1.733333333,16.53235505,10.05455342,2.02602088,-2.065594636,2.122177829,-2.053203836,5.686913143,-0.143442975,2.241229992,2.126499891,149.9188881,10.76973842,9.801777955,9.801777955,7.39384685,6.550476816,6.550476816,4.506004086,4.506004086,3.038288118,3.038288118,2.04378622,2.04378622,-0.53,2738.78305,12.5391085,8.752253242,7.404808034,93.38779258,4.736862954,0,0,0,0,5.969305288,4.794537184,0,0,0,51.36657298,12.84164325,6.420821623,6.606881965,9.531400138,5.969305288,0,0,0,70.62903785,6.606881965,0,0,0,0,0,0,0,12.57618725,9.531400138,0,70.62903785,0,0,0,0,26.3,0,4.794537184,0,5.969305288,13.02770359,12.84164325,51.36657298,0,0,0,4.736862954,5.147882653,0,11.23065492,0,0,0.006536517,0,13.1438611,0.637731481,0,0.923076923,15,0,2,0,1,1,0,0,0,2,0,2,0,0,1,1,1,3.8343,61.746,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.06,802,0,2.93834395,366.4353671,2058.874161,0,0
11,,7.5,-36,ls,cyclic,CC1(C)CCCCC1,PHB,TRUE,l,s,,,,,,,,,,,-44.07,-64.57,-108.64,-2.84E-14,1,0.15,-21.43,-37,-0.0522,3.76,5.17,0.2004,0.1314,0,0,3.5852,1.1272,0.2446,0.1115,0.0004,0.005,3.6014,1.1272,2.381111111,2.381111111,0.678819444,0.678819444,0.451652703,27.75,112.216,96.088,112.1252005,48,0,-0.035421701,-0.059909507,0.059909507,0.035421701,0.875,1.375,1.625,14.25114566,9.776323408,2.193574808,-2.281288833,2.33855446,-2.14086472,4.720400608,0.244457296,1.650309744,2.327882879,64.10749561,6.035533906,6.035533906,6.035533906,3.707106781,3.707106781,3.707106781,3.724873734,3.724873734,2.207106781,2.207106781,1.508883476,1.508883476,0,59.4111508,6.125,2.082644628,1.5,52.28801468,0,0,0,0,0,0,0,0,0,0,33.10993927,18.25663372,0,0,0,0,0,0,5.414990469,45.95158251,0,0,0,0,0,0,0,0,0,0,5.414990469,45.95158251,0,0,0,0,0,0,0,0,0,5.414990469,0,32.10410811,0,0,13.8474744,0,0,0,0,0,0.678819444,0,0,7.308958333,4.762222222,0,1,8,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,2.9767,36.866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.2,138,0,1.907775802,195.4321958,1098.066219,0,0
12,,-2.7,16.2,ls,ROP,CC1(C)COC(=O)c2ccc(cc2)C(=O)OCC(C)(C)COC(=O)c2ccc(cc2)C(=O)OC1,Thermodynamics of Aromatic Cyclic Ester Polymerization in Bulk,TRUE,l,s,,,,,,,,,,,-337.74,-354.97,-692.71,-3.98E-13,1,1.6,-103.38,-157.3,-0.18,18.12,3.94,2.1847,2.9348,0.0013,2.2669,15.0724,3.4858,2.3173,2.8809,0.084,1.9892,17.2909,3.4858,12.4054509,12.4054509,0.016634489,-0.63629136,0.420718475,19.17647059,468.502,440.278,468.1784179,180,0,0.33764022,-0.461388455,0.461388455,0.33764022,0.441176471,0.617647059,0.794117647,16.55455664,9.95867265,2.258069582,-2.240369766,2.206980819,-2.28949462,5.938927043,0.004604166,2.82575784,1.809692685,895.4843922,24.93251065,19.7132156,19.7132156,15.95592746,10.84464167,10.84464167,9.787658116,9.787658116,5.088610759,5.088610759,2.945116568,2.945116568,-3.68,22471737.49,24.95252071,10.07155695,6.663913433,197.6921251,18.94745182,0,0,0,0,23.87722115,0,19.17814874,0,0,27.6949488,48.53093655,10.82998094,48.68133382,38.12560055,23.87722115,0,0,10.82998094,27.6949488,26.42752786,70.78474251,0,0,0,0,0,0,50.30474901,18.94745182,10.82998094,69.1269035,48.53093655,0,0,0,105.2,34.70720209,19.17814874,0,48.68133382,0,0,48.53093655,27.6949488,0,0,18.94745182,21.50127545,0,49.62180359,0,-0.165848034,-2.222227754,11.84235239,0,7.255977699,0,0.384615385,34,0,8,0,4,4,2,0,2,8,0,8,0,0,0,0,6,4.08,121.576,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.33,5312,0,4.300014019,830.5868321,4666.781433,4,0
13,,-1.1,10.1,ls,ROP,CC1COC(=O)c2ccc(cc2)C(=O)OCC(C)COC(=O)c2ccc(cc2)C(=O)OC1,Thermodynamics of Aromatic Cyclic Ester Polymerization in Bulk,TRUE,l,s,,,,,,,,,,,-322.4,-339.63,-662.03,-2.84E-13,1,1.84,-99.9,-155.78,-0.19,17.51,3.6,2.2662,3.1558,0.0013,2.2669,14.7226,3.204,2.3138,2.9246,0.1099,1.9475,16.0778,3.204,12.22107303,12.22107303,0.054140228,-0.545127412,0.453911729,20.9375,440.448,416.256,440.1471177,168,0,0.337630147,-0.461674592,0.461674592,0.337630147,0.46875,0.65625,0.84375,16.55317508,10.11886773,2.170259345,-2.142667482,2.123357136,-2.197711716,5.938374862,0.026159759,2.819419271,1.738319858,818.5637328,23.08721119,17.86791614,17.86791614,15.3294076,10.21812181,10.21812181,7.75889082,7.75889082,4.708391316,4.708391316,2.786130191,2.786130191,-3.68,12960306.51,22.99303207,10.56722968,6.164215554,184.9622409,18.94745182,0,0,0,0,23.87722115,0,19.17814874,0,0,13.8474744,48.53093655,11.83581209,48.68133382,38.12560055,23.87722115,0,0,11.83581209,13.8474744,26.42752786,70.78474251,0,0,0,0,0,0,50.30474901,18.94745182,11.83581209,55.2794291,48.53093655,0,0,0,105.2,23.87722115,19.17814874,0,60.51714592,0,0,48.53093655,13.8474744,0,0,18.94745182,21.0363183,0,48.88429211,0,1.141690961,-2.641157723,11.81022843,0,3.768627925,0,0.333333333,32,0,8,0,4,4,2,0,2,8,0,8,0,0,0,0,6,3.2998,112.342,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.29,4699,0,4.207601815,781.7287832,4392.264878,4,2
14,,2,-25,ls,ROP,CN1CCCCC1=O,PHB,FALSE,l,s,,,,,,,,,,,-50.66,-71.71,-127.47,-5.1,1,3.72,-29.78,-55.65,-0.0868,5.22,0.29,0.3682,1.3522,0,0.7789,4.4985,0.9609,0.5365,1.0644,-0.0021,0.8434,4.2534,0.9609,10.72,10.72,0.302083333,0.302083333,0.450886775,21.625,113.16,102.072,113.084064,46,0,0.221806144,-0.34576466,0.34576466,0.221806144,1.5,2.25,2.625,16.15247735,10.13554184,2.115493914,-2.206575108,2.062677978,-2.305356355,5.758802596,-0.131237143,1.768177215,2.392713578,100.7016577,5.983127663,5.183889011,5.183889011,3.804530453,3.044725695,3.044725695,2.272400569,2.272400569,1.559920344,1.559920344,0.940760777,0.940760777,-0.53,72.49526583,5.603868809,2.158633812,0.997031798,49.47948622,4.899909731,0,0,5.907179729,0,0,4.794537184,0,0,0,0,12.84164325,20.01325001,0,4.794537184,5.907179729,0,4.899909731,0,19.26246487,13.59242839,0,0,0,0,0,0,0,24.39951785,4.794537184,0,19.26246487,0,0,0,0,20.31,0,4.794537184,0,0,5.907179729,19.38639965,6.420821623,4.899909731,7.047671983,0,0,0,0,12.51513889,0,0,0.302083333,0,3.029675926,0.957175926,1.862592593,0.833333333,8,0,2,0,1,1,0,0,0,1,0,2,0,0,1,1,1,0.6287,31.488,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.2,151,0,1.87034113,195.4321958,1098.066219,0,0
15,,-2,25,ls,ROP,O=C1CCCCCCCCCCCCCO1,PHB,FALSE,l,s,,,,,,,,,,,-145.37,-162.6,-307.97,0,1,1.93,-45.52,-68.33,-0.0765,7.98,4.3,0.5122,1.4303,0,0.5078,8.2949,2.047,0.3023,1.3724,0.0023,0.5918,7.9417,2.047,11.29855615,11.29855615,0.009140684,0.009140684,0.577873002,22.875,226.36,200.152,226.1932801,94,0,0.305277516,-0.465675005,0.465675005,0.305277516,0.625,1.0625,1.625,16.53235638,10.05512749,2.025221808,-2.036578313,2.126460958,-2.050083074,5.686915201,-0.143435684,2.291064231,2.128355053,159.5741549,11.47684521,10.50888474,10.50888474,7.89384685,7.050476816,7.050476816,4.859557477,4.859557477,3.288288118,3.288288118,2.220562915,2.220562915,-0.53,4527.142921,13.53464124,9.678688757,7.721706752,99.75273469,4.736862954,0,0,0,0,5.969305288,4.794537184,0,0,0,57.78739461,12.84164325,6.420821623,6.606881965,9.531400138,5.969305288,0,0,0,77.04985948,6.606881965,0,0,0,0,0,0,0,12.57618725,9.531400138,0,77.04985948,0,0,0,0,26.3,0,4.794537184,0,5.969305288,13.02770359,12.84164325,57.78739461,0,0,0,4.736862954,5.179132653,0,11.29855615,0,0,0.009140684,0,14.54210569,0.637731481,0,0.928571429,16,0,2,0,1,1,0,0,0,2,0,2,0,0,1,1,1,4.2244,66.363,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0.06,954,0,2.998120697,390.8643916,2196.132439,0,0
16,,0,21,ls,ROP,O=C1CCCCCCCCCCCCCCCO1,PHB,FALSE,l,s,,,,,,,,,,,-155.17,-172.4,-327.57,0,1,1.89,-49.68,-73.33,-0.0794,8.71,5.24,0.6958,1.6247,-0.0013,0.4871,9.2871,2.3288,0.2947,1.387,0.0033,0.6028,8.8216,2.3288,11.40855615,11.40855615,0.01325591,0.01325591,0.568258342,23,254.414,224.174,254.2245802,106,0,0.305277516,-0.465675005,0.465675005,0.305277516,0.555555556,0.944444444,1.444444444,16.53235905,10.04565201,2.024298326,-2.042551035,2.133583293,-2.050820578,5.68692068,-0.143437953,2.373658209,2.113694136,181.2736412,12.89105877,11.9230983,11.9230983,8.89384685,8.050476816,8.050476816,5.566664258,5.566664258,3.788288118,3.788288118,2.574116306,2.574116306,-0.53,12271.81294,15.52724098,11.55421476,9.494969741,112.4826189,4.736862954,0,0,0,0,5.969305288,4.794537184,0,0,0,70.62903785,12.84164325,6.420821623,6.606881965,9.531400138,5.969305288,0,0,0,89.89150272,6.606881965,0,0,0,0,0,0,0,12.57618725,9.531400138,0,89.89150272,0,0,0,0,26.3,0,4.794537184,0,5.969305288,13.02770359,12.84164325,70.62903785,0,0,0,4.736862954,5.228515369,0,11.40855615,0,0,0.01325591,0,17.37860775,0.637731481,0,0.9375,18,0,2,0,1,1,0,0,0,2,0,2,0,0,1,1,1,5.0046,75.597,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.05,1313,0,3.25738591,439.7224405,2470.648994,0,0
17,,,-142,gg,vinyl/acrylic,C=C,PHB,FALSE,g,g,,,,,,,,,,,12,-30.06453,-39.89962,-21.83509,-1,0.03,0,0,0,0,0,0.1229,0.1594,0,0.0352,0.6603,0.3474,0.0988,0.1019,0.0007,0.0558,0.3044,0.3474,3,3,3,3,0.344496769,2,28.054,24.022,28.03130013,12,0,-0.106311075,-0.106311075,0.106311075,0.106311075,1,1,1,12.71810678,11.30389322,0.600795707,-0.813417856,0.862206781,-0.552006781,4.220106781,2.805893219,1,2,0,2,1.414213562,1.414213562,1,0.5,0.5,0,0,0,0,0,0,-0.26,2,1.74,0.74,-6.106153846,14.41459011,0,0,0,0,0,0,0,0,0,13.15787137,0,0,0,0,0,0,0,0,0,0,0,13.15787137,0,0,0,0,0,0,0,0,0,0,13.15787137,0,0,0,0,0,0,0,0,0,0,0,0,0,13.15787137,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8022,11.254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0.850245908,48.85804895,274.5165549,0,0
18,,,-162.7,gg,cationic,C1COC1,PHB,FALSE,g,g,,,,,,,,,,,-18.22,-64.42,-108.34,-25.7,-1,1.99,0,0,0,0,0,0.2067,0.384,0,0.2491,2.0621,0.4814,0.319,0.7307,0.0031,0.4188,2.0837,0.4814,4.722222222,4.722222222,1,1,0.391645029,24,58.08,52.032,58.04186481,24,0,0.048750503,-0.381271922,0.381271922,0.048750503,1.25,1.5,1.5,16.49468489,10.4074938,1.939999297,-2.08500171,1.924984054,-2.087960553,4.407057569,0.036720315,0.721928095,2,11.2451125,2.828427125,2.529568634,2.529568634,2,1.577350269,1.577350269,0.965925826,0.965925826,0.577350269,0.577350269,0.144337567,0.144337567,-0.04,3.609640474,2.212525253,0.725126008,0.115188246,25.57684933,4.736862954,0,0,0,0,0,0,0,0,0,0,6.420821623,13.21376393,0,4.736862954,0,0,0,0,6.420821623,13.21376393,0,0,0,0,0,0,0,13.21376393,4.736862954,0,6.420821623,0,0,0,0,9.23,0,0,0,0,0,13.21376393,6.420821623,0,0,0,4.736862954,4.722222222,0,0,0,0,0,0,1.277777778,2,0,1,4,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0.4067,15.436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,35,0,1.167437346,97.7160979,549.0331097,0,0
19,,,-156,gg,cationic,C1OCOCO1,PHB,FALSE,g,g,,,,,,,,,,,-111.24,-129.91,-247.75,-6.6,-1,1.57,0,0,0,0,0,0.2344,0.5786,0,0.6144,1.8897,0.5988,0.2425,0.8051,0.0137,0.6027,2.2979,0.5988,4.625,4.625,0.375,0.375,0.41615816,24,90.078,84.03,90.03169405,36,0,0.151959596,-0.32919443,0.32919443,0.151959596,0.666666667,1,1.166666667,16.83189593,11.18210407,1.928792789,-2.102027624,1.868189856,-2.136089856,4.088846166,-0.246846166,1.719973094,2,21.509775,4.242640687,3.346065215,3.346065215,3,1.732050808,1.732050808,0.965925826,0.965925826,0.5,0.5,0.278838768,0.278838768,-0.12,34.39946188,4.050068027,2.124851682,0.930812162,35.80393979,14.21058886,0,20.37882692,0,0,0,0,0,0,0,0,0,0,0,14.21058886,0,0,0,0,0,20.37882692,0,0,0,0,0,0,0,20.37882692,14.21058886,0,0,0,0,0,0,27.69,0,0,0,0,20.37882692,0,0,0,0,14.21058886,0,13.875,0,0,0,0,0,0,0,1.125,0,1,6,0,3,0,1,1,0,0,0,3,0,3,0,0,1,1,1,-0.0777,17.856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,84,0,1.418761162,146.5741468,823.5496646,0,0
20,,,-151,gg,cationic,C1COCO1,PHB,FALSE,g,g,,,,,,,,,,,-72.3,-98.8,-177.1,-6,-1,1.68,0,0,0,0,0,0.2035,0.5427,0,0.5902,1.9843,0.5401,0.2964,0.6291,0.0013,0.5902,1.9666,0.5401,4.722222222,4.722222222,0.5,0.5,0.402085849,24,74.079,68.031,74.03677943,30,0,0.146439432,-0.353035351,0.353035351,0.146439432,1,1.6,1.8,16.69860944,10.81832367,1.933716068,-1.75645618,1.854005965,-1.78516524,4.284050993,0.069193166,1.76049503,2.083333333,16.46439345,3.535533906,2.937816924,2.937816924,2.5,1.654700538,1.654700538,0.934347711,0.934347711,0.538675135,0.538675135,0.294627825,0.294627825,-0.08,22.88643539,3.123252033,1.380770705,0.596977989,30.69039456,9.473725908,6.792942306,0,0,0,0,0,0,0,0,0,0,0,13.21376393,9.473725908,0,0,0,0,0,20.00670624,0,0,0,0,0,0,0,20.00670624,9.473725908,0,0,0,0,0,0,18.46,0,0,0,0,6.792942306,13.21376393,0,0,0,0,9.473725908,9.444444444,0,0,0,0,0,0,0,2.055555556,0,1,5,0,2,0,1,1,0,0,0,2,0,2,0,0,1,1,1,-0.0093,16.771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,56,0,1.298975804,122.1451224,686.2913872,0,0
