,dH (kcal/mol),BASE_Monomer_State,BASE_Category,Canonical SMILES,Global_Test,BASE_Category_ROMP,BASE_Category_ROP,BASE_Category_cationic,BASE_Category_cyclic,BASE_Category_ionic,BASE_Category_vinyl/acrylic,BASE_Monomer_State_g,BASE_Monomer_State_l,BASE_Monomer_State_s,STERICS_Backbone_Length,PEP_dH_(kcal/mol),RDKIT_FractionCSP3,RDKIT_SPS,SOLUTE_B_ML,SOLUTE_S_GC,RDKIT_MaxPartialCharge,RDKIT_BCUT2D_MRHI,RDKIT_BalabanJ,RDKIT_MinAbsPartialCharge,RDKIT_BCUT2D_LOGPHI,SOLUTE_S_ML,PEP_dHf_0,STERICS_Side_Chain_Ratio,RDKIT_SMR_VSA7,RDKIT_SlogP_VSA6,RDKIT_BCUT2D_MRLOW,RDKIT_FpDensityMorgan1,RDKIT_MinEStateIndex,DIPOLE_mmff94,RDKIT_SlogP_VSA2,RDKIT_HallKierAlpha,RDKIT_BCUT2D_CHGLO,RDKIT_BCUT2D_CHGHI,RDKIT_BCUT2D_LOGPLOW,RDKIT_MaxAbsPartialCharge,RDKIT_AvgIpc,RDKIT_NumSaturatedRings,PEP_dHf_2,RDKIT_ExactMolWt,RDKIT_BCUT2D_MWLOW,PEP_dHf_1,RDKIT_MolWt,RDKIT_SMR_VSA5,RDKIT_MaxEStateIndex,RDKIT_NumAliphaticRings,RDKIT_MinPartialCharge,RDKIT_MinAbsEStateIndex,RDKIT_MaxAbsEStateIndex,RDKIT_VSA_EState1,RDKIT_TPSA,RDKIT_NumValenceElectrons,RDKIT_Chi3v,RDKIT_PEOE_VSA8,RDKIT_Kappa2,RDKIT_qed,SOLUTE_B_GC,RDKIT_Chi1,RDKIT_SlogP_VSA3,RDKIT_BCUT2D_MWHI,SOLUTE_E_GC,RDKIT_VSA_EState2,SOLUTE_V_GC,SOLUTE_V_ML,RDKIT_Chi3n,RDKIT_Chi4v,RDKIT_NumSaturatedHeterocycles,RDKIT_Chi4n,RDKIT_EState_VSA8,RDKIT_Chi2v,RDKIT_VSA_EState8,RDKIT_SMR_VSA1,RDKIT_FpDensityMorgan2,RDKIT_NumAliphaticHeterocycles,RDKIT_NumHAcceptors,RDKIT_SlogP_VSA5,RDKIT_FpDensityMorgan3,RDKIT_VSA_EState4,RDKIT_Chi2n,RDKIT_VSA_EState5,RDKIT_Chi0,SOLUTE_L_ML,RDKIT_Kappa1,SOLUTE_A_ML,RDKIT_PEOE_VSA7,RDKIT_LabuteASA,RDKIT_HeavyAtomCount,RDKIT_HeavyAtomMolWt,STERICS_Volume,RDKIT_RingCount
10,-1.434,l,ROP,O=C1CCCCCCCCCCCCO1,False,False,True,False,False,False,False,False,True,False,16,0.0,0.923,22.8,0.591,1.46,0.305,5.687,2.126,0.305,2.122,1.374,-140.47,0.06,0.0,0.0,-0.143,0.667,0.007,1.91,12.576,-0.53,-2.066,2.026,-2.053,0.466,2.241,1,-298.17,212.178,10.055,-157.7,212.333,70.629,11.231,1,-0.466,0.007,11.231,5.148,26.3,88,3.038,6.421,8.752,0.57,0.492,7.394,9.531,16.532,0.6,11.231,1.906,1.906,3.038,2.044,1,2.044,0.0,4.506,0.638,9.531,1.133,1,2,70.629,1.733,0.0,4.506,0.007,10.77,7.499,12.539,0.003,12.842,93.388,15,188.141,2058.874,1
11,1.793,l,cyclic,CC1(C)CCCCC1,False,False,False,False,True,False,False,False,True,False,8,-0.0,1.0,27.75,0.005,0.131,-0.035,4.72,2.328,0.035,2.339,0.112,-44.07,0.2,0.0,0.0,0.244,0.875,0.679,0.15,0.0,0.0,-2.281,2.194,-2.141,0.06,1.65,1,-108.64,112.125,9.776,-64.57,112.216,45.952,2.381,1,-0.06,0.679,2.381,0.0,0.0,48,2.207,0.0,2.083,0.452,0.0,3.707,0.0,14.251,0.2,0.0,1.127,1.127,2.207,1.509,0,1.509,13.847,3.725,4.762,0.0,1.375,0,0,45.952,1.625,0.679,3.725,0.0,6.036,3.601,6.125,0.0,18.257,52.288,8,96.088,1098.066,1
12,-0.645,l,ROP,CC1(C)COC(=O)c2ccc(cc2)C(=O)OCC(C)(C)COC(=O)c2ccc(cc2)C(=O)OC1,False,False,True,False,False,False,False,False,True,False,24,-0.0,0.385,19.176,1.989,2.935,0.338,5.939,1.81,0.338,2.207,2.881,-337.74,0.33,70.785,48.531,0.005,0.441,-0.636,1.6,50.305,-3.68,-2.24,2.258,-2.289,0.461,2.826,0,-692.71,468.178,9.959,-354.97,468.502,27.695,12.405,4,-0.461,0.017,12.405,21.501,105.2,180,5.089,10.83,10.072,0.421,2.267,15.956,18.947,16.555,2.185,49.622,3.486,3.486,5.089,2.945,0,2.945,0.0,9.788,7.256,38.126,0.618,4,8,69.127,0.794,-0.166,9.788,-2.222,24.933,17.291,24.953,0.084,48.531,197.692,34,440.278,4666.781,6
13,-0.263,l,ROP,CC1COC(=O)c2ccc(cc2)C(=O)OCC(C)COC(=O)c2ccc(cc2)C(=O)OC1,False,False,True,False,False,False,False,False,True,False,24,-0.0,0.333,20.938,1.948,3.156,0.338,5.938,1.738,0.338,2.123,2.925,-322.4,0.29,70.785,48.531,0.026,0.469,-0.545,1.84,50.305,-3.68,-2.143,2.17,-2.198,0.462,2.819,0,-662.03,440.147,10.119,-339.63,440.448,13.847,12.221,4,-0.462,0.054,12.221,21.036,105.2,168,4.708,11.836,10.567,0.454,2.267,15.329,18.947,16.553,2.266,48.884,3.204,3.204,4.708,2.786,0,2.786,0.0,7.759,3.769,38.126,0.656,4,8,55.279,0.844,1.142,7.759,-2.641,23.087,16.078,22.993,0.11,48.531,184.962,32,416.256,4392.265,6
14,0.478,l,ROP,CN1CCCCC1=O,False,False,True,False,False,False,False,False,True,False,8,-5.1,0.833,21.625,0.843,1.352,0.222,5.759,2.393,0.222,2.063,1.064,-50.66,0.2,0.0,0.0,-0.131,1.5,0.302,3.72,24.4,-0.53,-2.207,2.115,-2.305,0.346,1.768,1,-127.47,113.084,10.136,-71.71,113.16,19.262,10.72,1,-0.346,0.302,10.72,0.0,20.31,46,1.56,20.013,2.159,0.451,0.779,3.805,4.795,16.152,0.368,12.515,0.961,0.961,1.56,0.941,1,0.941,0.0,2.272,0.957,4.795,2.25,1,1,19.262,2.625,0.0,2.272,0.302,5.983,4.253,5.604,-0.002,12.842,49.479,8,102.072,1098.066,1
15,-0.478,l,ROP,O=C1CCCCCCCCCCCCCO1,False,False,True,False,False,False,False,False,True,False,17,0.0,0.929,22.875,0.592,1.43,0.305,5.687,2.128,0.305,2.126,1.372,-145.37,0.06,0.0,0.0,-0.143,0.625,0.009,1.93,12.576,-0.53,-2.037,2.025,-2.05,0.466,2.291,1,-307.97,226.193,10.055,-162.6,226.36,77.05,11.299,1,-0.466,0.009,11.299,5.179,26.3,94,3.288,6.421,9.679,0.578,0.508,7.894,9.531,16.532,0.512,11.299,2.047,2.047,3.288,2.221,1,2.221,0.0,4.86,0.638,9.531,1.062,1,2,77.05,1.625,0.0,4.86,0.009,11.477,7.942,13.535,0.002,12.842,99.753,16,200.152,2196.132,1
16,0.0,l,ROP,O=C1CCCCCCCCCCCCCCCO1,False,False,True,False,False,False,False,False,True,False,19,0.0,0.938,23.0,0.603,1.625,0.305,5.687,2.114,0.305,2.134,1.387,-155.17,0.05,0.0,0.0,-0.143,0.556,0.013,1.89,12.576,-0.53,-2.043,2.024,-2.051,0.466,2.374,1,-327.57,254.225,10.046,-172.4,254.414,89.892,11.409,1,-0.466,0.013,11.409,5.229,26.3,106,3.788,6.421,11.554,0.568,0.487,8.894,9.531,16.532,0.696,11.409,2.329,2.329,3.788,2.574,1,2.574,0.0,5.567,0.638,9.531,0.944,1,2,89.892,1.444,0.0,5.567,0.013,12.891,8.822,15.527,0.003,12.842,112.483,18,224.174,2470.649,1
45,0.048,l,ROP,CC1OCCCOC(=O)C(C)OCCCOC1=O,True,False,True,False,False,False,False,False,True,False,16,0.0,0.833,29.0,1.484,1.622,0.334,5.741,2.411,0.334,2.016,1.883,-274.7,0.2,0.0,0.0,-0.162,0.778,-0.594,2.41,50.574,-1.14,-2.157,2.173,-2.276,0.464,2.354,1,-566.43,260.126,10.349,-291.73,260.286,38.897,11.427,1,-0.464,0.258,11.427,20.53,71.06,104,2.466,12.842,8.048,0.596,1.706,8.609,28.537,16.586,0.819,22.854,1.957,1.957,2.466,1.354,1,1.354,0.0,4.068,4.484,28.537,1.167,1,6,26.689,1.556,0.0,4.068,-0.755,13.38,8.093,14.919,0.016,13.847,106.525,18,240.126,2470.649,1
46,0.12,s,ROP,CC1COCC(=O)OCC(C)COCC(=O)OC1,False,False,True,False,False,False,False,False,False,True,16,0.0,0.833,29.0,1.463,1.605,0.332,5.706,2.411,0.332,2.017,2.032,-269.4,0.2,0.0,0.0,-0.157,0.778,-0.386,2.03,51.58,-1.14,-2.157,2.13,-2.25,0.464,2.328,1,-556.03,260.126,10.201,-286.63,260.286,13.847,11.284,1,-0.464,0.031,11.284,20.355,71.06,104,2.302,11.836,8.048,0.587,1.549,8.575,28.537,16.58,0.644,22.568,1.957,1.957,2.302,1.337,1,1.337,0.0,4.607,4.787,28.537,1.167,1,6,13.847,1.556,0.0,4.607,-0.71,13.38,8.413,14.919,-0.001,0.0,106.525,18,240.126,2470.649,1
47,0.215,s,ROP,O=C1CCCCCCCCC=CCCCCCO1,False,False,True,False,False,False,False,False,False,True,19,-0.0,0.812,22.111,0.676,1.648,0.305,5.687,2.171,0.305,2.104,1.132,-126.87,0.05,12.152,12.152,-0.143,0.722,-0.001,1.89,12.576,-0.79,-2.041,2.019,-2.051,0.466,2.374,0,-270.97,252.209,10.078,-144.1,252.398,77.05,11.397,1,-0.466,0.001,11.397,5.21,26.3,104,3.447,6.421,11.309,0.458,0.561,8.894,9.531,16.532,0.829,11.397,2.286,2.286,3.447,2.274,0,2.274,12.152,5.201,0.614,9.531,1.278,1,2,77.05,2.0,0.0,5.201,-0.001,12.891,8.6,15.268,0.008,44.946,111.793,18,224.174,2470.649,1
48,-2.462,g,ionic,CC(C)=O,False,False,False,False,False,True,False,True,False,False,4,-9.97,0.667,6.5,0.504,0.737,0.126,5.717,2.803,0.126,1.501,0.703,-52.31,0.33,0.0,0.0,-0.114,1.5,0.167,3.02,5.783,-0.33,-1.558,1.619,-1.691,0.3,0.811,0,-133.24,58.042,10.551,-70.96,58.08,13.847,9.444,0,-0.3,0.167,9.444,0.0,17.07,24,0.0,0.0,1.045,0.398,0.455,1.732,4.795,16.137,0.196,9.444,0.547,0.547,0.0,0.0,0,0.0,0.0,0.908,3.056,4.795,1.5,0,1,13.847,1.5,0.0,0.908,0.167,3.577,1.746,3.67,0.034,13.847,25.631,4,52.032,549.033,0
49,-0.239,s,ROMP,C1=CCCCC1,True,True,False,False,False,False,False,False,False,True,8,-1.408,0.667,21.333,0.096,0.271,-0.035,4.848,2.255,0.035,2.067,0.274,0.3,0.0,12.152,12.152,0.73,0.833,1.319,0.28,0.0,-0.26,-1.97,1.866,-1.769,0.089,1.72,0,-51.0,82.078,10.095,-49.892,82.146,25.683,2.267,1,-0.089,1.319,2.267,0.0,0.0,34,1.158,0.0,2.012,0.393,0.083,3.0,0.0,13.931,0.376,0.0,0.802,0.802,1.158,0.76,0,0.76,12.152,1.756,0.0,0.0,1.333,0,0,25.683,1.5,0.0,1.756,0.0,4.243,2.978,3.914,0.001,25.683,38.869,6,72.066,823.55,1
50,-0.598,s,ROP,CC1OC(=O)C(C)OC1=O,False,False,True,False,False,False,False,False,False,True,8,-20.5,0.667,33.0,0.722,1.093,0.347,5.863,2.631,0.347,2.08,1.416,-166.36,0.33,0.0,0.0,-0.191,1.0,-0.747,2.52,24.147,-1.06,-2.219,2.315,-2.404,0.448,1.841,1,-390.75,144.042,10.299,-203.89,144.126,26.055,10.651,1,-0.448,0.48,10.651,9.194,52.6,56,1.25,0.0,2.284,0.444,1.013,4.609,19.063,16.645,0.566,21.301,0.994,0.994,1.25,0.636,1,0.636,9.474,2.158,2.957,19.063,1.3,1,4,13.847,1.6,0.0,2.158,-0.959,7.724,4.22,7.052,0.037,13.847,58.108,10,136.062,1372.583,1
51,0.478,s,ROP,CC1OC(=O)CCOC(=O)C(C)OC(=O)CCOC1=O,False,False,True,False,False,False,False,False,False,True,16,0.0,0.667,26.7,1.551,3.34,0.347,5.81,2.645,0.347,2.035,2.342,-369.8,0.27,0.0,0.0,-0.174,0.75,-1.087,3.09,49.299,-2.12,-2.156,2.231,-2.306,0.462,2.366,1,-756.63,288.085,10.339,-386.83,288.252,38.897,11.416,1,-0.462,0.204,11.416,19.044,105.2,112,2.381,0.0,7.465,0.443,2.022,9.397,38.126,16.609,0.958,45.516,1.988,1.988,2.381,1.313,1,1.313,0.0,4.099,2.25,38.126,1.1,1,8,26.689,1.45,0.0,4.099,-2.894,15.121,9.162,15.936,0.024,13.847,114.848,20,272.124,2745.166,1
52,0.717,l,ROP,O=C1CCCCCCCCCCCCCCO1,False,False,True,False,False,False,False,False,True,False,18,0.0,0.933,22.941,0.599,1.419,0.305,5.687,2.112,0.305,2.13,1.378,-150.27,0.05,0.0,0.0,-0.143,0.588,0.011,1.89,12.576,-0.53,-2.064,2.025,-2.052,0.466,2.323,1,-317.77,240.209,10.045,-167.5,240.387,83.471,11.354,1,-0.466,0.011,11.354,5.204,26.3,100,3.538,6.421,10.613,0.578,0.581,8.394,9.531,16.532,0.659,11.354,2.188,2.188,3.538,2.397,1,2.397,0.0,5.213,0.638,9.531,1.0,1,2,83.471,1.529,0.0,5.213,0.011,12.184,8.4,14.531,0.003,12.842,106.118,17,212.163,2333.391,1
53,0.406,l,cationic,C1CCCOCC1,False,False,False,True,False,False,False,False,True,False,9,-5.3,1.0,24.0,0.454,0.42,0.047,4.459,2.042,0.047,2.041,0.584,-53.32,0.0,0.0,0.0,0.144,0.714,1.0,1.61,13.214,-0.04,-1.911,1.947,-1.888,0.381,1.902,1,-137.74,100.089,10.21,-79.12,100.161,25.683,5.194,1,-0.381,1.0,5.194,5.194,9.23,42,1.327,13.214,3.027,0.449,0.48,3.5,4.737,16.473,0.169,0.0,0.904,0.904,1.327,0.864,1,0.864,0.0,2.027,2.0,4.737,1.286,1,1,25.683,1.857,0.0,2.027,0.0,4.95,3.596,5.104,0.003,12.842,44.672,7,88.065,960.808,1
54,-1.362,s,ROP,O=C1CCCO1,False,False,True,False,False,False,False,False,False,True,7,-9.4,0.75,21.0,0.577,1.299,0.305,5.703,2.367,0.305,2.007,1.418,-86.97,0.12,0.0,0.0,-0.137,1.667,-0.046,4.15,12.576,-0.53,-1.807,2.078,-1.881,0.466,1.864,1,-209.97,86.037,10.38,-113.6,86.09,12.842,10.021,1,-0.466,0.046,10.021,4.514,26.3,34,0.788,6.421,1.286,0.397,0.624,2.894,9.531,16.538,0.262,10.021,0.638,0.638,0.788,0.475,1,0.475,4.737,1.324,0.638,9.531,2.5,1,2,12.842,2.667,0.0,1.324,-0.046,4.406,3.226,3.653,-0.005,6.421,36.103,6,80.042,823.55,1
55,-1.41,s,vinyl/acrylic,C=C1CCOC1=O,False,False,False,False,False,False,True,False,False,True,4,-18.92,0.4,20.0,0.538,0.606,0.333,5.889,2.651,0.333,2.08,1.307,-69.27,0.56,12.152,12.152,-0.135,1.714,-0.236,4.55,12.576,-0.79,-1.819,2.141,-1.913,0.462,1.905,1,-196.78,98.037,10.266,-108.59,98.101,6.421,10.252,1,-0.462,0.236,10.252,4.527,26.3,38,0.926,11.994,1.37,0.325,0.63,3.305,9.531,16.538,0.492,10.252,0.736,0.736,0.926,0.471,1,0.471,11.316,1.489,3.986,9.531,2.429,1,2,6.421,2.571,0.597,1.489,-0.236,5.276,3.396,4.371,0.003,0.0,41.779,7,92.053,960.808,1
56,-1.076,s,ROP,CC1CCCSC1=O,False,False,True,False,False,False,False,False,False,True,8,2.9,0.833,30.625,0.519,0.681,0.191,8.132,2.393,0.191,2.226,0.964,-60.38,0.2,0.0,0.0,-0.114,1.75,0.328,4.1,10.868,0.02,-2.134,2.165,-2.12,0.287,1.768,1,-134.54,130.045,10.088,-77.06,130.212,19.765,10.757,1,-0.287,0.328,10.757,0.0,17.07,46,2.608,11.671,2.534,0.496,0.492,3.805,4.795,32.167,0.634,10.757,1.025,1.025,1.428,1.737,1,0.822,0.0,3.31,2.008,4.795,2.5,1,2,19.765,2.875,0.0,2.211,1.372,5.983,4.712,6.145,0.007,12.842,53.843,8,120.132,1098.066,1
57,-2.294,l,cationic,CC1(C)COCO1,False,False,False,True,False,False,False,False,True,False,7,-6.0,1.0,28.286,0.689,0.507,0.147,4.685,2.4,0.147,2.143,0.583,-91.91,0.22,0.0,0.0,0.012,1.429,-0.028,1.66,19.001,-0.08,-2.109,2.233,-2.204,0.352,1.841,1,-216.32,102.068,10.162,-118.41,102.133,19.449,5.118,1,-0.352,0.028,5.118,10.056,18.46,42,0.983,0.0,1.456,0.449,0.596,3.207,9.474,16.714,0.19,0.0,0.822,0.822,0.983,0.53,1,0.53,0.0,2.37,5.222,9.474,2.143,1,2,13.847,2.286,-0.028,2.37,0.0,5.328,2.655,5.065,0.0,13.847,43.42,7,92.053,960.808,1
58,-2.342,l,cationic,CC1OCOC1C,True,False,False,True,False,False,False,False,True,False,7,-6.0,1.0,42.0,0.66,0.751,0.147,4.616,2.325,0.147,2.092,0.57,-91.8,0.22,0.0,0.0,0.043,1.143,0.292,1.58,19.001,-0.08,-2.019,2.184,-2.129,0.35,1.905,1,-210.08,102.068,10.265,-112.28,102.133,26.055,5.043,1,-0.35,0.292,5.043,10.086,18.46,42,1.323,0.0,1.801,0.449,0.441,3.305,9.474,16.713,0.289,0.0,0.822,0.822,1.323,0.525,1,0.525,0.0,1.861,4.498,9.474,1.571,1,2,13.847,1.714,0.0,1.861,0.0,5.276,2.743,5.065,0.002,13.847,43.42,7,92.053,960.808,1
59,-1.386,s,ROP,O=S1SC2C3CCC(C3)C2S1,False,False,True,False,False,False,False,False,False,True,7,-0.0,1.0,60.182,0.76,1.537,0.141,9.033,1.918,0.141,2.604,1.271,-42.82,0.46,0.0,0.0,0.508,1.091,-0.6,4.16,14.709,0.85,-2.197,2.527,-2.222,0.236,2.533,3,-96.09,205.989,9.997,-53.27,206.357,29.762,11.213,3,-0.236,0.6,11.213,11.213,17.07,62,9.124,10.5,2.422,0.566,0.818,5.343,8.864,33.521,0.978,0.0,1.318,1.318,3.146,10.219,1,2.657,0.0,9.145,0.0,4.209,1.636,1,3,19.262,2.182,0.0,3.659,1.85,7.422,7.134,7.272,-0.0,52.686,76.332,11,196.277,1509.841,3
60,-3.274,l,ionic,CCC=O,False,False,False,False,False,True,False,False,True,False,4,-9.65,0.667,6.25,0.453,0.554,0.119,5.478,2.297,0.119,1.53,0.65,-44.98,0.33,0.0,0.0,-0.107,2.0,0.639,2.97,6.286,-0.33,-1.51,1.522,-1.546,0.303,1.371,0,-120.63,58.042,10.573,-66.0,58.08,13.345,9.174,0,-0.303,0.639,9.174,0.0,17.07,24,0.167,6.421,2.67,0.403,0.387,1.914,4.795,16.129,0.159,9.174,0.547,0.547,0.167,0.0,0,0.0,0.0,0.575,1.812,4.795,2.25,0,1,13.345,2.25,0.0,0.575,0.0,3.414,1.824,3.67,-0.001,0.0,25.631,4,52.032,549.033,0
61,-4.685,s,ionic,O=CC(Br)(Br)Br,True,False,False,False,False,True,False,False,False,True,4,-25.16,0.5,11.167,0.283,1.131,0.189,9.396,3.446,0.189,2.294,1.099,-10.42,0.5,0.0,0.0,-0.106,1.333,-0.701,2.46,8.429,1.11,-1.946,2.132,-1.972,0.3,1.352,0,-82.53,277.758,10.94,-46.95,280.741,2.143,9.686,0,-0.3,0.688,9.686,-0.701,17.07,36,0.694,0.0,2.426,0.49,0.483,2.561,4.795,79.95,0.863,9.686,0.931,0.931,0.134,0.0,0,0.0,47.79,7.604,0.0,4.795,1.5,0,1,0.0,1.5,0.0,0.659,0.0,5.207,4.448,7.11,0.013,0.0,60.868,6,279.733,823.55,0
62,-2.892,l,cationic,CC(C)C1COCO1,False,False,False,True,False,False,False,False,True,False,7,-6.0,1.0,29.625,0.62,0.647,0.147,4.624,2.242,0.147,2.111,0.568,-93.95,0.3,0.0,0.0,0.034,1.5,0.343,1.58,19.504,-0.08,-2.089,2.182,-2.16,0.353,2.116,1,-220.4,116.084,10.103,-120.45,116.16,19.951,5.192,1,-0.353,0.343,5.192,10.188,18.46,48,1.391,0.0,2.464,0.509,0.516,3.805,9.474,16.707,0.246,0.0,0.963,0.963,1.391,0.733,1,0.733,13.847,2.438,5.541,9.474,2.25,1,2,13.847,2.5,0.0,2.438,0.595,5.983,3.386,6.046,0.012,5.918,49.785,8,104.064,1098.066,1
63,-3.227,l,cationic,CC1(C)CCCC1,False,False,False,True,False,False,False,False,True,False,7,-7.151,1.0,28.286,0.007,0.09,-0.035,4.739,2.4,0.035,2.356,0.095,-32.87,0.22,0.0,0.0,0.382,1.0,0.694,0.15,0.0,0.0,-2.133,2.213,-2.012,0.06,1.841,1,-98.84,98.11,9.923,-58.819,98.189,39.531,2.361,1,-0.06,0.694,2.361,0.0,0.0,42,1.957,0.0,1.5,0.437,0.0,3.207,0.0,14.27,0.168,0.0,0.986,0.986,1.957,1.332,0,1.332,13.847,3.371,4.722,0.0,1.429,0,0,39.531,1.571,0.694,3.371,0.0,5.328,3.046,5.143,-0.002,18.257,45.923,7,84.077,960.808,1
64,-1.171,s,ROP,CC1SC(=O)C(C)SC1=O,False,False,True,False,False,False,False,False,False,True,8,7.9,0.667,34.6,0.786,0.817,0.202,8.251,2.631,0.202,2.311,1.33,-93.56,0.33,0.0,0.0,-0.113,1.0,-0.145,1.87,20.73,0.04,-2.182,2.301,-2.257,0.286,1.841,1,-190.85,175.997,10.503,-105.19,176.262,24.347,10.94,1,-0.286,0.122,10.94,0.0,34.14,56,3.855,0.0,2.964,0.557,0.652,4.609,9.589,32.173,0.865,21.88,1.204,1.204,1.25,2.531,1,0.636,0.0,4.849,3.535,9.589,1.3,1,4,13.847,1.6,0.0,2.158,0.0,7.724,5.86,8.14,0.002,13.847,68.127,10,168.198,1372.583,1
65,-7.6,s,ionic,O=CC(Cl)(Cl)Cl,False,False,False,False,False,True,False,False,False,True,4,-23.11,0.5,11.167,0.213,0.711,0.245,6.738,3.446,0.245,2.211,0.904,-41.27,0.5,0.0,0.0,-0.107,1.333,-1.722,2.51,10.079,0.54,-1.928,2.155,-2.004,0.299,1.352,0,-140.13,145.909,10.901,-75.75,147.388,3.793,9.431,0,-0.299,0.234,9.431,-1.722,17.07,36,0.401,0.0,2.009,0.375,0.324,2.561,4.795,35.583,0.42,9.431,0.773,0.773,0.134,0.0,0,0.0,0.0,3.028,0.0,4.795,1.5,0,1,0.0,1.5,0.0,0.659,0.0,5.207,3.216,6.54,0.004,0.0,50.176,6,146.38,823.55,0
66,-5.306,s,ionic,CCCCC=O,False,False,False,False,False,True,False,False,False,True,4,-9.65,0.8,8.167,0.452,0.554,0.119,5.484,2.488,0.119,1.865,0.65,-54.78,0.5,0.0,0.0,-0.107,1.667,0.733,2.97,6.286,-0.33,-1.785,1.745,-1.698,0.303,1.614,0,-140.23,86.073,10.272,-75.8,86.134,26.186,9.564,0,-0.303,0.733,9.564,0.0,17.07,36,0.676,6.421,4.67,0.374,0.387,2.914,4.795,16.129,0.159,9.564,0.829,0.829,0.676,0.287,0,0.287,6.924,1.309,2.073,4.795,2.333,0,1,26.186,2.5,0.0,1.309,0.0,4.828,2.866,5.67,-0.0,6.421,38.361,6,76.054,823.55,0
67,-1.171,s,ROP,O=C1CCCCS1,False,False,True,False,False,False,False,False,False,True,8,2.9,0.8,22.571,0.519,0.932,0.188,8.132,2.25,0.188,2.166,1.055,-53.72,0.11,0.0,0.0,-0.111,1.429,0.381,4.08,10.868,0.02,-2.042,2.062,-1.992,0.287,1.686,1,-121.22,116.03,10.256,-70.4,116.185,19.262,10.426,1,-0.287,0.381,10.426,0.0,17.07,40,2.057,12.174,2.359,0.476,0.503,3.394,4.795,32.167,0.566,10.426,0.884,0.884,1.038,1.494,1,0.63,0.0,2.83,0.0,4.795,2.286,1,2,19.262,2.571,0.0,1.678,1.054,5.113,4.202,5.162,0.006,12.842,47.478,7,108.121,960.808,1
68,-3.705,s,ionic,CC(C)C=O,False,False,False,False,False,True,False,False,False,True,4,-9.99,0.75,8.6,0.458,0.521,0.122,5.513,2.826,0.122,1.781,0.615,-51.64,0.43,0.0,0.0,-0.11,1.6,0.204,2.97,6.286,-0.33,-1.784,1.792,-1.821,0.303,1.379,0,-134.63,72.058,10.265,-73.0,72.107,13.847,9.505,0,-0.303,0.204,9.505,0.0,17.07,30,0.272,5.918,1.942,0.419,0.391,2.27,4.795,16.129,0.161,9.505,0.688,0.688,0.272,0.0,0,0.0,0.0,1.38,3.708,4.795,1.8,0,1,13.847,1.8,0.0,1.38,0.204,4.284,2.201,4.67,-0.0,0.0,31.996,5,64.043,686.291,0
69,-3.944,s,ionic,CC(C)C=O,False,False,False,False,False,True,False,False,False,True,4,-9.99,0.75,8.6,0.458,0.521,0.122,5.513,2.826,0.122,1.781,0.615,-51.64,0.43,0.0,0.0,-0.11,1.6,0.204,2.97,6.286,-0.33,-1.784,1.792,-1.821,0.303,1.379,0,-134.63,72.058,10.265,-73.0,72.107,13.847,9.505,0,-0.303,0.204,9.505,0.0,17.07,30,0.272,5.918,1.942,0.419,0.391,2.27,4.795,16.129,0.161,9.505,0.688,0.688,0.272,0.0,0,0.0,0.0,1.38,3.708,4.795,1.8,0,1,13.847,1.8,0.0,1.38,0.204,4.284,2.201,4.67,-0.0,0.0,31.996,5,64.043,686.291,0
70,-1.673,s,cationic,CCCCC1OCCCCO1,False,False,False,True,False,False,False,False,False,True,9,-0.5,1.0,21.545,0.724,0.528,0.157,4.507,2.094,0.157,2.109,0.686,-112.75,0.31,0.0,0.0,-0.13,1.182,0.095,1.59,19.504,-0.08,-2.135,2.106,-2.146,0.353,2.282,1,-237.87,158.131,10.236,-124.62,158.241,45.318,5.483,1,-0.353,0.095,5.483,10.966,18.46,66,1.94,13.214,5.555,0.627,0.587,5.432,9.474,16.679,0.231,0.0,1.386,1.386,1.94,1.219,1,1.219,6.924,3.02,3.958,9.474,1.818,1,2,39.028,2.364,0.0,3.02,0.0,7.941,5.091,9.012,0.004,25.683,68.88,11,140.097,1509.841,1
71,-4.804,l,ionic,CC(=O)CCC=O,False,False,False,False,False,True,False,False,True,False,4,-9.67,0.6,8.143,0.79,1.204,0.13,5.771,2.967,0.13,1.825,1.066,-81.99,0.56,0.0,0.0,-0.118,1.714,0.076,3.79,12.069,-0.66,-1.798,1.872,-1.877,0.303,1.612,0,-192.0,100.052,10.25,-100.34,100.117,19.765,10.044,0,-0.303,0.076,10.044,0.0,34.14,40,0.614,12.842,3.527,0.485,0.861,3.27,9.589,16.139,0.314,19.601,0.844,0.844,0.614,0.262,0,0.262,0.0,1.407,1.476,9.589,2.286,0,2,19.765,2.429,0.0,1.407,0.076,5.699,3.473,6.34,0.014,6.924,42.522,7,92.053,960.808,0
72,-3.394,s,ionic,CCCCCCCC=O,False,False,False,False,False,True,False,False,False,True,4,-9.65,0.875,9.444,0.453,0.554,0.119,5.484,2.664,0.119,2.024,0.656,-69.48,0.64,0.0,0.0,-0.107,1.111,0.754,2.97,6.286,-0.33,-1.93,1.854,-1.776,0.303,1.885,0,-169.63,128.12,10.13,-90.5,128.215,45.449,9.838,0,-0.303,0.754,9.838,0.0,17.07,54,1.426,6.421,7.67,0.397,0.387,4.414,4.795,16.129,0.159,9.838,1.252,1.252,1.426,0.831,0,0.831,6.924,2.37,2.194,4.795,1.778,0,1,45.449,2.333,0.0,2.37,0.0,6.95,4.418,8.67,-0.0,6.421,57.455,9,112.087,1235.324,0
