,dH (kcal/mol),BASE_Monomer_State,BASE_Category,Canonical SMILES,Global_Test,BASE_Category_ROMP,BASE_Category_ROP,BASE_Category_cationic,BASE_Category_cyclic,BASE_Category_ionic,BASE_Category_vinyl/acrylic,BASE_Monomer_State_g,BASE_Monomer_State_l,BASE_Monomer_State_s,STERICS_Backbone_Length,PEP_dH_(kcal/mol),RDKIT_FractionCSP3,RDKIT_SPS,SOLUTE_B_ML,SOLUTE_S_GC,RDKIT_MaxPartialCharge,RDKIT_BCUT2D_MRHI,RDKIT_BalabanJ,RDKIT_MinAbsPartialCharge,RDKIT_BCUT2D_LOGPHI,SOLUTE_S_ML,PEP_dHf_0,STERICS_Side_Chain_Ratio,RDKIT_SMR_VSA7,RDKIT_SlogP_VSA6,RDKIT_BCUT2D_MRLOW,RDKIT_FpDensityMorgan1,RDKIT_MinEStateIndex,DIPOLE_mmff94,RDKIT_SlogP_VSA2,RDKIT_HallKierAlpha,RDKIT_BCUT2D_CHGLO,RDKIT_BCUT2D_CHGHI,RDKIT_BCUT2D_LOGPLOW,RDKIT_MaxAbsPartialCharge,RDKIT_AvgIpc,RDKIT_NumSaturatedRings,PEP_dHf_2,RDKIT_ExactMolWt,RDKIT_BCUT2D_MWLOW,PEP_dHf_1,RDKIT_MolWt,RDKIT_SMR_VSA5,RDKIT_MaxEStateIndex,RDKIT_NumAliphaticRings,RDKIT_MinPartialCharge,RDKIT_MinAbsEStateIndex,RDKIT_MaxAbsEStateIndex,RDKIT_VSA_EState1,RDKIT_TPSA,RDKIT_NumValenceElectrons,RDKIT_Chi3v,RDKIT_PEOE_VSA8,RDKIT_Kappa2,RDKIT_qed,SOLUTE_B_GC,RDKIT_Chi1,RDKIT_SlogP_VSA3,RDKIT_BCUT2D_MWHI,SOLUTE_E_GC,RDKIT_VSA_EState2,SOLUTE_V_GC,SOLUTE_V_ML,RDKIT_Chi3n,RDKIT_Chi4v,RDKIT_NumSaturatedHeterocycles,RDKIT_Chi4n,RDKIT_EState_VSA8,RDKIT_Chi2v,RDKIT_VSA_EState8,RDKIT_SMR_VSA1,RDKIT_FpDensityMorgan2,RDKIT_NumAliphaticHeterocycles,RDKIT_NumHAcceptors,RDKIT_SlogP_VSA5,RDKIT_FpDensityMorgan3,RDKIT_VSA_EState4,RDKIT_Chi2n,RDKIT_VSA_EState5,RDKIT_Chi0,SOLUTE_L_ML,RDKIT_Kappa1,SOLUTE_A_ML,RDKIT_PEOE_VSA7,RDKIT_LabuteASA,RDKIT_HeavyAtomCount,RDKIT_HeavyAtomMolWt,STERICS_Volume,RDKIT_RingCount
397,-6.214,s,vinyl/acrylic,C=C(OC(C)=O)c1ccccc1,False,False,False,False,False,False,True,False,False,True,4,-23.64,0.1,9.083,0.646,1.002,0.308,5.747,2.725,0.308,2.118,1.063,-51.73,0.71,42.474,36.911,-0.134,1.333,-0.344,2.07,5.969,-1.57,-2.031,1.999,-1.96,0.427,2.047,0,-171.24,162.068,10.183,-95.87,162.188,6.924,10.544,0,-0.427,0.344,10.544,4.803,26.3,62,1.363,12.487,3.715,0.492,0.518,5.698,9.531,16.536,0.805,10.544,1.311,1.311,1.363,0.856,0,0.856,6.579,2.383,4.977,9.531,1.917,0,2,12.487,2.417,0.827,2.383,0.048,8.975,5.63,8.526,0.004,0.0,71.477,12,152.108,1647.099,1
400,-17.806,l,vinyl/acrylic,C=CC(=O)NCO,False,False,False,False,False,False,True,False,True,False,4,-23.15,0.25,7.571,0.848,1.017,0.245,5.861,3.173,0.245,1.594,1.378,-73.18,0.56,12.655,12.655,-0.117,2.0,-0.359,4.07,17.745,-0.83,-1.894,1.84,-2.205,0.376,1.68,0,-213.16,101.048,10.595,-116.83,101.105,0.0,10.023,0,-0.376,0.329,10.023,0.0,49.33,40,0.439,0.0,3.363,0.355,0.915,3.308,4.795,16.27,0.825,10.023,0.803,0.803,0.439,0.15,0,0.15,11.896,0.903,2.828,9.901,2.571,0,2,0.0,2.714,0.0,0.903,-0.359,5.699,4.262,6.17,0.643,6.076,41.65,7,94.049,960.808,0
401,-16.013,l,vinyl/acrylic,C=CC(=O)O,False,False,False,False,False,False,True,False,True,False,4,-20.43,0.0,6.4,0.39,0.61,0.327,5.784,3.205,0.327,1.542,0.623,-78.79,0.43,12.655,12.655,-0.131,2.0,-0.981,2.04,11.076,-0.79,-1.64,1.73,-1.815,0.478,1.379,0,-218.94,72.021,10.682,-119.72,72.063,0.0,9.25,0,-0.478,0.833,9.25,0.0,37.3,28,0.175,6.076,1.522,0.451,0.38,2.27,4.795,16.364,0.372,9.25,0.563,0.563,0.175,0.0,0,0.0,6.579,0.542,2.961,9.901,2.2,0,1,0.0,2.2,0.0,0.542,-0.981,4.284,2.3,4.21,0.586,0.0,29.735,5,68.031,686.291,0
402,-17.567,s,vinyl/acrylic,C=CC(=O)O,False,False,False,False,False,False,True,False,False,True,4,-20.43,0.0,6.4,0.39,0.61,0.327,5.784,3.205,0.327,1.542,0.623,-78.79,0.43,12.655,12.655,-0.131,2.0,-0.981,2.02,11.076,-0.79,-1.64,1.73,-1.815,0.478,1.379,0,-218.94,72.021,10.682,-119.72,72.063,0.0,9.25,0,-0.478,0.833,9.25,0.0,37.3,28,0.175,6.076,1.522,0.451,0.38,2.27,4.795,16.364,0.372,9.25,0.563,0.563,0.175,0.0,0,0.0,6.579,0.542,2.961,9.901,2.2,0,1,0.0,2.2,0.0,0.542,-0.981,4.284,2.3,4.21,0.586,0.0,29.735,5,68.031,686.291,0
403,-17.208,s,vinyl/acrylic,C=CC(=O)O,False,False,False,False,False,False,True,False,False,True,4,-20.43,0.0,6.4,0.39,0.61,0.327,5.784,3.205,0.327,1.542,0.623,-78.79,0.43,12.655,12.655,-0.131,2.0,-0.981,2.02,11.076,-0.79,-1.64,1.73,-1.815,0.478,1.379,0,-218.94,72.021,10.682,-119.72,72.063,0.0,9.25,0,-0.478,0.833,9.25,0.0,37.3,28,0.175,6.076,1.522,0.451,0.38,2.27,4.795,16.364,0.372,9.25,0.563,0.563,0.175,0.0,0,0.0,6.579,0.542,2.961,9.901,2.2,0,1,0.0,2.2,0.0,0.542,-0.981,4.284,2.3,4.21,0.586,0.0,29.735,5,68.031,686.291,0
404,-17.806,s,vinyl/acrylic,C=CC(=O)O,False,False,False,False,False,False,True,False,False,True,4,-20.43,0.0,6.4,0.39,0.61,0.327,5.784,3.205,0.327,1.542,0.623,-78.79,0.43,12.655,12.655,-0.131,2.0,-0.981,2.03,11.076,-0.79,-1.64,1.73,-1.815,0.478,1.379,0,-218.94,72.021,10.682,-119.72,72.063,0.0,9.25,0,-0.478,0.833,9.25,0.0,37.3,28,0.175,6.076,1.522,0.451,0.38,2.27,4.795,16.364,0.372,9.25,0.563,0.563,0.175,0.0,0,0.0,6.579,0.542,2.961,9.901,2.2,0,1,0.0,2.2,0.0,0.542,-0.981,4.284,2.3,4.21,0.586,0.0,29.735,5,68.031,686.291,0
405,-18.523,s,vinyl/acrylic,C=CC(=O)O,False,False,False,False,False,False,True,False,False,True,4,-20.43,0.0,6.4,0.39,0.61,0.327,5.784,3.205,0.327,1.542,0.623,-78.79,0.43,12.655,12.655,-0.131,2.0,-0.981,2.01,11.076,-0.79,-1.64,1.73,-1.815,0.478,1.379,0,-218.94,72.021,10.682,-119.72,72.063,0.0,9.25,0,-0.478,0.833,9.25,0.0,37.3,28,0.175,6.076,1.522,0.451,0.38,2.27,4.795,16.364,0.372,9.25,0.563,0.563,0.175,0.0,0,0.0,6.579,0.542,2.961,9.901,2.2,0,1,0.0,2.2,0.0,0.542,-0.981,4.284,2.3,4.21,0.586,0.0,29.735,5,68.031,686.291,0
406,-18.642,l,vinyl/acrylic,C=CC(=O)OC,False,False,False,False,False,False,True,False,True,False,4,-20.43,0.25,6.833,0.436,0.621,0.329,5.804,3.234,0.329,1.672,0.652,-74.43,0.5,12.655,12.655,-0.134,2.0,-0.394,1.96,13.079,-0.79,-1.826,1.814,-1.908,0.466,1.65,0,-210.22,86.037,10.669,-115.36,86.09,0.0,9.84,0,-0.466,0.394,9.84,4.142,26.3,34,0.368,6.076,2.448,0.34,0.404,2.808,9.531,16.522,0.218,9.84,0.704,0.704,0.368,0.083,0,0.083,11.316,0.727,3.157,9.531,2.5,0,2,0.0,2.5,0.0,0.727,-0.394,4.992,2.428,5.21,-0.001,0.0,36.42,6,80.042,823.55,0
407,-20.196,s,vinyl/acrylic,C=CC(=O)OC,False,False,False,False,False,False,True,False,False,True,4,-20.43,0.25,6.833,0.436,0.621,0.329,5.804,3.234,0.329,1.672,0.652,-74.43,0.5,12.655,12.655,-0.134,2.0,-0.394,1.96,13.079,-0.79,-1.826,1.814,-1.908,0.466,1.65,0,-210.22,86.037,10.669,-115.36,86.09,0.0,9.84,0,-0.466,0.394,9.84,4.142,26.3,34,0.368,6.076,2.448,0.34,0.404,2.808,9.531,16.522,0.218,9.84,0.704,0.704,0.368,0.083,0,0.083,11.316,0.727,3.157,9.531,2.5,0,2,0.0,2.5,0.0,0.727,-0.394,4.992,2.428,5.21,-0.001,0.0,36.42,6,80.042,823.55,0
408,-19.359,s,vinyl/acrylic,C=CC(=O)OC,False,False,False,False,False,False,True,False,False,True,4,-20.43,0.25,6.833,0.436,0.621,0.329,5.804,3.234,0.329,1.672,0.652,-74.43,0.5,12.655,12.655,-0.134,2.0,-0.394,1.96,13.079,-0.79,-1.826,1.814,-1.908,0.466,1.65,0,-210.22,86.037,10.669,-115.36,86.09,0.0,9.84,0,-0.466,0.394,9.84,4.142,26.3,34,0.368,6.076,2.448,0.34,0.404,2.808,9.531,16.522,0.218,9.84,0.704,0.704,0.368,0.083,0,0.083,11.316,0.727,3.157,9.531,2.5,0,2,0.0,2.5,0.0,0.727,-0.394,4.992,2.428,5.21,-0.001,0.0,36.42,6,80.042,823.55,0
409,-18.69,l,vinyl/acrylic,C=CC(=O)OCC(CC)CCCC,False,False,False,False,False,False,True,False,True,False,4,-20.43,0.727,12.154,0.445,0.584,0.33,5.806,3.579,0.33,2.122,0.583,-114.1,0.73,12.655,12.655,-0.139,1.538,-0.31,2.06,12.576,-0.79,-2.129,2.07,-2.115,0.462,2.174,0,-289.56,184.146,10.006,-155.03,184.279,39.531,10.766,0,-0.462,0.31,10.766,4.984,26.3,76,2.171,6.076,7.838,0.449,0.428,6.24,9.531,16.532,0.176,10.766,1.69,1.69,2.171,1.157,0,1.157,20.426,3.251,8.191,9.531,2.231,0,2,39.531,2.692,0.0,3.251,0.207,10.104,5.483,12.21,-0.0,12.339,80.974,13,164.119,1784.358,0
410,-18.642,l,vinyl/acrylic,C=CC(=O)OCCCC,False,False,False,False,False,False,True,False,True,False,4,-20.43,0.571,8.556,0.426,0.584,0.33,5.806,3.066,0.33,1.875,0.608,-92.4,0.64,12.655,12.655,-0.137,1.778,-0.33,2.02,12.576,-0.79,-1.967,1.908,-2.002,0.463,1.885,0,-246.16,128.084,10.358,-133.33,128.171,19.765,10.346,0,-0.463,0.33,10.346,4.675,26.3,52,0.909,6.076,5.349,0.326,0.428,4.308,9.531,16.532,0.176,10.346,1.126,1.126,0.909,0.376,0,0.376,11.316,1.725,5.823,9.531,2.444,0,2,19.765,2.889,0.0,1.725,-0.33,7.113,3.802,8.21,-0.004,6.421,55.514,9,116.075,1235.324,0
411,-18.403,s,vinyl/acrylic,C=CC(=O)OCCCC,False,False,False,False,False,False,True,False,False,True,4,-20.43,0.571,8.556,0.426,0.584,0.33,5.806,3.066,0.33,1.875,0.608,-92.4,0.64,12.655,12.655,-0.137,1.778,-0.33,2.02,12.576,-0.79,-1.967,1.908,-2.002,0.463,1.885,0,-246.16,128.084,10.358,-133.33,128.171,19.765,10.346,0,-0.463,0.33,10.346,4.675,26.3,52,0.909,6.076,5.349,0.326,0.428,4.308,9.531,16.532,0.176,10.346,1.126,1.126,0.909,0.376,0,0.376,11.316,1.725,5.823,9.531,2.444,0,2,19.765,2.889,0.0,1.725,-0.33,7.113,3.802,8.21,-0.004,6.421,55.514,9,116.075,1235.324,0
412,-18.164,s,vinyl/acrylic,C=CC(=O)OCCCC,False,False,False,False,False,False,True,False,False,True,4,-20.43,0.571,8.556,0.426,0.584,0.33,5.806,3.066,0.33,1.875,0.608,-92.4,0.64,12.655,12.655,-0.137,1.778,-0.33,2.02,12.576,-0.79,-1.967,1.908,-2.002,0.463,1.885,0,-246.16,128.084,10.358,-133.33,128.171,19.765,10.346,0,-0.463,0.33,10.346,4.675,26.3,52,0.909,6.076,5.349,0.326,0.428,4.308,9.531,16.532,0.176,10.346,1.126,1.126,0.909,0.376,0,0.376,11.316,1.725,5.823,9.531,2.444,0,2,19.765,2.889,0.0,1.725,-0.33,7.113,3.802,8.21,-0.004,6.421,55.514,9,116.075,1235.324,0
413,-18.881,s,vinyl/acrylic,C=CC(=O)OCCCC,False,False,False,False,False,False,True,False,False,True,4,-20.43,0.571,8.556,0.426,0.584,0.33,5.806,3.066,0.33,1.875,0.608,-92.4,0.64,12.655,12.655,-0.137,1.778,-0.33,2.02,12.576,-0.79,-1.967,1.908,-2.002,0.463,1.885,0,-246.16,128.084,10.358,-133.33,128.171,19.765,10.346,0,-0.463,0.33,10.346,4.675,26.3,52,0.909,6.076,5.349,0.326,0.428,4.308,9.531,16.532,0.176,10.346,1.126,1.126,0.909,0.376,0,0.376,11.316,1.725,5.823,9.531,2.444,0,2,19.765,2.889,0.0,1.725,-0.33,7.113,3.802,8.21,-0.004,6.421,55.514,9,116.075,1235.324,0
414,-18.045,s,vinyl/acrylic,C=CC(=O)OCCCC,False,False,False,False,False,False,True,False,False,True,4,-20.43,0.571,8.556,0.426,0.584,0.33,5.806,3.066,0.33,1.875,0.608,-92.4,0.64,12.655,12.655,-0.137,1.778,-0.33,1.99,12.576,-0.79,-1.967,1.908,-2.002,0.463,1.885,0,-246.16,128.084,10.358,-133.33,128.171,19.765,10.346,0,-0.463,0.33,10.346,4.675,26.3,52,0.909,6.076,5.349,0.326,0.428,4.308,9.531,16.532,0.176,10.346,1.126,1.126,0.909,0.376,0,0.376,11.316,1.725,5.823,9.531,2.444,0,2,19.765,2.889,0.0,1.725,-0.33,7.113,3.802,8.21,-0.004,6.421,55.514,9,116.075,1235.324,0
415,-18.642,s,vinyl/acrylic,C=CC(=O)OCCCC,False,False,False,False,False,False,True,False,False,True,4,-20.43,0.571,8.556,0.426,0.584,0.33,5.806,3.066,0.33,1.875,0.608,-92.4,0.64,12.655,12.655,-0.137,1.778,-0.33,2.0,12.576,-0.79,-1.967,1.908,-2.002,0.463,1.885,0,-246.16,128.084,10.358,-133.33,128.171,19.765,10.346,0,-0.463,0.33,10.346,4.675,26.3,52,0.909,6.076,5.349,0.326,0.428,4.308,9.531,16.532,0.176,10.346,1.126,1.126,0.909,0.376,0,0.376,11.316,1.725,5.823,9.531,2.444,0,2,19.765,2.889,0.0,1.725,-0.33,7.113,3.802,8.21,-0.004,6.421,55.514,9,116.075,1235.324,0
416,-19.24,l,vinyl/acrylic,C=CC(=O)OCCCCCCCCCCCC,False,False,False,False,False,False,True,False,True,False,4,-20.43,0.8,10.176,0.425,0.584,0.33,5.806,2.984,0.33,2.099,0.585,-131.6,0.79,12.655,12.655,-0.137,0.941,-0.305,2.05,12.576,-0.79,-2.026,1.952,-2.009,0.463,2.352,0,-324.56,240.209,10.068,-172.53,240.387,71.132,10.732,0,-0.463,0.305,10.732,4.906,26.3,100,2.909,6.076,13.276,0.282,0.428,8.308,9.531,16.532,0.176,10.732,2.254,2.254,2.909,1.821,0,1.821,13.503,4.554,6.148,9.531,1.412,0,2,71.132,1.882,0.0,4.554,-0.305,12.77,7.69,16.21,-0.002,6.421,106.434,17,212.163,2333.391,0
417,-17.686,l,vinyl/acrylic,C=CC(C)=O,False,False,False,False,False,False,True,False,True,False,4,-16.55,0.25,6.6,0.524,0.777,0.152,5.86,3.205,0.152,1.603,0.669,-32.02,0.43,12.655,12.655,-0.112,2.0,0.019,3.3,5.783,-0.59,-1.625,1.692,-1.738,0.295,1.379,0,-117.64,70.042,10.462,-69.07,70.091,6.924,9.694,0,-0.295,0.019,9.694,0.0,17.07,28,0.287,0.0,1.703,0.416,0.486,2.27,4.795,16.137,0.329,9.694,0.645,0.645,0.287,0.0,0,0.0,6.579,0.815,4.676,4.795,2.2,0,1,6.924,2.2,0.0,0.815,0.019,4.284,2.264,4.41,0.008,13.0,31.306,5,64.043,686.291,0
418,-18.977,l,vinyl/acrylic,C=CC(N)=O,False,False,False,False,False,False,True,False,True,False,4,-23.15,0.0,6.4,0.606,0.86,0.24,5.845,3.205,0.24,1.483,1.242,-31.12,0.43,12.655,12.655,-0.113,2.0,-0.481,3.72,5.907,-0.79,-1.651,1.691,-2.035,0.366,1.379,0,-129.04,71.037,10.635,-74.77,71.079,0.0,9.472,0,-0.366,0.481,9.472,0.0,43.09,28,0.201,0.0,1.522,0.422,0.587,2.27,4.795,16.146,0.527,9.472,0.604,0.604,0.201,0.0,0,0.0,12.313,0.606,3.086,4.795,2.2,0,1,0.0,2.2,4.535,0.606,-0.481,4.284,3.265,4.21,0.59,6.076,30.281,5,66.039,686.291,0
419,-14.34,s,vinyl/acrylic,C=CC(N)=O,False,False,False,False,False,False,True,False,False,True,4,-23.15,0.0,6.4,0.606,0.86,0.24,5.845,3.205,0.24,1.483,1.242,-31.12,0.43,12.655,12.655,-0.113,2.0,-0.481,3.73,5.907,-0.79,-1.651,1.691,-2.035,0.366,1.379,0,-129.04,71.037,10.635,-74.77,71.079,0.0,9.472,0,-0.366,0.481,9.472,0.0,43.09,28,0.201,0.0,1.522,0.422,0.587,2.27,4.795,16.146,0.527,9.472,0.604,0.604,0.201,0.0,0,0.0,12.313,0.606,3.086,4.795,2.2,0,1,0.0,2.2,4.535,0.606,-0.481,4.284,3.265,4.21,0.59,6.076,30.281,5,66.039,686.291,0
420,-13.743,s,vinyl/acrylic,C=CC(N)=O,False,False,False,False,False,False,True,False,False,True,4,-23.15,0.0,6.4,0.606,0.86,0.24,5.845,3.205,0.24,1.483,1.242,-31.12,0.43,12.655,12.655,-0.113,2.0,-0.481,3.71,5.907,-0.79,-1.651,1.691,-2.035,0.366,1.379,0,-129.04,71.037,10.635,-74.77,71.079,0.0,9.472,0,-0.366,0.481,9.472,0.0,43.09,28,0.201,0.0,1.522,0.422,0.587,2.27,4.795,16.146,0.527,9.472,0.604,0.604,0.201,0.0,0,0.0,12.313,0.606,3.086,4.795,2.2,0,1,0.0,2.2,4.535,0.606,-0.481,4.284,3.265,4.21,0.59,6.076,30.281,5,66.039,686.291,0
421,-16.85,s,vinyl/acrylic,C=CC(N)=O,False,False,False,False,False,False,True,False,False,True,4,-23.15,0.0,6.4,0.606,0.86,0.24,5.845,3.205,0.24,1.483,1.242,-31.12,0.43,12.655,12.655,-0.113,2.0,-0.481,3.72,5.907,-0.79,-1.651,1.691,-2.035,0.366,1.379,0,-129.04,71.037,10.635,-74.77,71.079,0.0,9.472,0,-0.366,0.481,9.472,0.0,43.09,28,0.201,0.0,1.522,0.422,0.587,2.27,4.795,16.146,0.527,9.472,0.604,0.604,0.201,0.0,0,0.0,12.313,0.606,3.086,4.795,2.2,0,1,0.0,2.2,4.535,0.606,-0.481,4.284,3.265,4.21,0.59,6.076,30.281,5,66.039,686.291,0
422,-19.479,s,vinyl/acrylic,C=CC(N)=O,False,False,False,False,False,False,True,False,False,True,4,-23.15,0.0,6.4,0.606,0.86,0.24,5.845,3.205,0.24,1.483,1.242,-31.12,0.43,12.655,12.655,-0.113,2.0,-0.481,3.72,5.907,-0.79,-1.651,1.691,-2.035,0.366,1.379,0,-129.04,71.037,10.635,-74.77,71.079,0.0,9.472,0,-0.366,0.481,9.472,0.0,43.09,28,0.201,0.0,1.522,0.422,0.587,2.27,4.795,16.146,0.527,9.472,0.604,0.604,0.201,0.0,0,0.0,12.313,0.606,3.086,4.795,2.2,0,1,0.0,2.2,4.535,0.606,-0.481,4.284,3.265,4.21,0.59,6.076,30.281,5,66.039,686.291,0
423,-18.523,s,vinyl/acrylic,C=CC#N,False,False,False,False,False,False,True,False,False,True,4,-23.6,0.0,3.75,0.3,0.615,0.091,4.931,2.922,0.091,1.41,0.82,44.5,0.33,12.655,12.655,1.537,2.0,1.181,3.49,0.0,-0.77,-1.309,1.335,-1.235,0.193,1.371,0,21.3,53.027,10.751,0.4,53.064,0.0,7.507,0,-0.193,1.181,7.507,0.0,23.79,20,0.091,6.076,2.23,0.373,0.255,1.914,0.0,14.205,0.407,0.0,0.502,0.502,0.091,0.0,0,0.0,6.579,0.333,3.118,0.0,2.25,0,1,0.0,2.25,0.0,0.333,0.0,3.414,2.001,3.23,0.034,0.0,25.172,4,50.04,549.033,0
425,-19.12,l,vinyl/acrylic,C=CC=O,False,False,False,False,False,False,True,False,True,False,4,-17.94,0.0,5.0,0.46,0.759,0.142,5.629,2.732,0.142,1.349,0.622,-18.1,0.33,12.655,12.655,-0.104,1.75,0.639,3.25,6.286,-0.59,-1.373,1.378,-1.443,0.299,1.371,0,-92.58,56.026,10.754,-56.54,56.064,0.0,9.056,0,-0.299,0.639,9.056,0.0,17.07,22,0.096,0.0,2.41,0.313,0.367,1.914,4.795,16.128,0.383,9.056,0.504,0.504,0.096,0.0,0,0.0,6.579,0.372,3.111,4.795,2.0,0,1,0.0,2.0,0.0,0.372,0.0,3.414,1.759,3.41,0.002,6.076,24.941,4,52.032,549.033,0
426,-13.743,s,vinyl/acrylic,C=CC=O,False,False,False,False,False,False,True,False,False,True,4,-17.94,0.0,5.0,0.46,0.759,0.142,5.629,2.732,0.142,1.349,0.622,-18.1,0.33,12.655,12.655,-0.104,1.75,0.639,3.26,6.286,-0.59,-1.373,1.378,-1.443,0.299,1.371,0,-92.58,56.026,10.754,-56.54,56.064,0.0,9.056,0,-0.299,0.639,9.056,0.0,17.07,22,0.096,0.0,2.41,0.313,0.367,1.914,4.795,16.128,0.383,9.056,0.504,0.504,0.096,0.0,0,0.0,6.579,0.372,3.111,4.795,2.0,0,1,0.0,2.0,0.0,0.372,0.0,3.414,1.759,3.41,0.002,6.076,24.941,4,52.032,549.033,0
427,-16.73,l,vinyl/acrylic,C=Cc1c(C)cc(C)cc1C,False,False,False,False,False,False,True,False,True,False,4,-19.2,0.273,9.727,0.222,0.646,-0.02,5.563,3.357,0.02,2.161,0.746,12.35,0.69,40.965,18.712,1.302,1.091,1.274,0.19,0.0,-1.04,-2.052,1.975,-1.867,0.098,1.853,0,-34.2,146.11,10.001,-27.35,146.233,20.771,3.782,0,-0.098,1.274,3.782,0.0,0.0,58,1.942,0.0,2.913,0.57,0.229,5.147,0.0,14.028,0.903,0.0,1.378,1.378,1.942,1.513,0,1.513,39.483,3.017,10.144,0.0,1.545,0,0,22.254,1.909,5.233,3.017,0.0,8.431,5.74,8.06,0.007,37.462,68.567,11,132.121,1509.841,1
428,-16.491,l,vinyl/acrylic,C=Cc1cc(Cl)ccc1Cl,False,False,False,False,False,False,True,False,True,False,4,-19.2,0.0,9.4,0.092,0.814,0.048,6.337,3.211,0.048,2.203,0.74,21.31,0.67,40.387,24.778,1.659,1.3,0.68,0.18,0.0,-0.46,-1.958,1.943,-1.723,0.098,1.942,0,-16.28,171.985,10.204,-18.39,173.042,0.0,5.766,0,-0.098,0.68,5.766,0.0,0.0,52,1.757,10.045,3.087,0.608,0.122,4.736,0.0,35.497,1.107,0.0,1.2,1.2,1.178,1.046,0,0.671,6.579,2.714,3.59,0.0,2.0,0,0,5.563,2.5,0.87,1.87,0.0,7.56,5.486,7.645,0.001,23.763,70.078,10,166.994,1372.583,1
429,-16.013,l,vinyl/acrylic,C=Cc1ccc(Cl)cc1,False,False,False,False,False,False,True,False,True,False,4,-19.2,0.0,9.0,0.103,0.716,0.041,6.301,3.01,0.041,2.089,0.684,28.41,0.64,41.43,30.844,1.663,1.222,0.764,1.7,0.0,-0.75,-1.893,1.835,-1.667,0.098,1.9,0,-2.08,138.024,10.21,-11.29,138.597,0.0,5.634,0,-0.098,0.764,5.634,0.0,0.0,46,1.358,5.023,2.696,0.56,0.154,4.326,0.0,35.496,0.971,0.0,1.078,1.078,1.106,0.725,0,0.599,6.579,2.192,3.618,0.0,1.778,0,0,5.563,2.222,1.097,1.756,0.0,6.69,4.735,6.371,0.002,17.696,59.775,9,131.541,1235.324,1
