,Tc (C),BASE_Monomer_State,BASE_Category,Canonical SMILES,Global_Test,BASE_Category_ROMP,BASE_Category_ROP,BASE_Category_cationic,BASE_Category_cyclic,BASE_Category_ionic,BASE_Category_vinyl/acrylic,BASE_Monomer_State_g,BASE_Monomer_State_l,BASE_Monomer_State_s,RDKIT_MolWt,PEP_dHf_1,MIX_dSsolv298(kJ/mol/K),PEP_dH_(kcal/mol),RDKIT_NumValenceElectrons,RDKIT_Kappa2,SOLUTE_L_ML,RDKIT_SlogP_VSA6,SOLUTE_E_ML,RDKIT_LabuteASA,PEP_dHf_0,RDKIT_EState_VSA8,RDKIT_FpDensityMorgan3,SOLUTE_V_ML,MIX_logK,SOLUTE_B_ML,RDKIT_VSA_EState4,RDKIT_NumSaturatedRings,STERICS_Wiener_Index,SOLUTE_B_GC,RDKIT_SPS,RDKIT_MaxEStateIndex,SOLUTE_S_ML,RDKIT_VSA_EState2,RDKIT_BCUT2D_CHGHI,RDKIT_MaxPartialCharge,SOLUTE_E_GC,RDKIT_Chi1n,RDKIT_MinEStateIndex,RDKIT_HeavyAtomMolWt,RDKIT_SMR_VSA7,RDKIT_PEOE_VSA14,SOLUTE_L_GC,RDKIT_SlogP_VSA2,RDKIT_VSA_EState1,PEP_dHf_2,RDKIT_PEOE_VSA1,RDKIT_RingCount,RDKIT_MinPartialCharge,RDKIT_Chi4v,RDKIT_Chi0v,STERICS_VDW_Volume,RDKIT_Chi0,RDKIT_SMR_VSA1,RDKIT_FpDensityMorgan2,RDKIT_NumAliphaticRings,RDKIT_NumSaturatedHeterocycles,RDKIT_SlogP_VSA5,RDKIT_Chi1v,RDKIT_ExactMolWt,RDKIT_Kappa3,RDKIT_NumAliphaticHeterocycles,RDKIT_PEOE_VSA7,RDKIT_SMR_VSA5,RDKIT_Chi2n,RDKIT_fr_lactone,RDKIT_VSA_EState7,RDKIT_BCUT2D_CHGLO,STERICS_Side_Chain_Ratio,RDKIT_Chi3v,RDKIT_Chi4n,RDKIT_BCUT2D_MRHI,MIX_logP,TANIMOTO,RDKIT_VSA_EState8,RDKIT_Chi3n,RDKIT_MaxAbsEStateIndex,RDKIT_fr_ether,RDKIT_Chi1,DIPOLE_mmff94,STERICS_Backbone_Length,RDKIT_NumHAcceptors,SOLUTE_V_GC,RDKIT_qed,STERICS_Volume,RDKIT_Chi2v,RDKIT_MinAbsEStateIndex,RDKIT_TPSA,MIX_dHsolv298(kJ/mol),RDKIT_HeavyAtomCount,SOLUTE_A_ML,RDKIT_AvgIpc,RDKIT_BCUT2D_MRLOW,RDKIT_FractionCSP3,RDKIT_VSA_EState5,RDKIT_BCUT2D_MWHI,RDKIT_Kappa1,RDKIT_BCUT2D_LOGPHI,RDKIT_NOCount,RDKIT_PEOE_VSA8,MIX_dGsolv298(kJ/mol),RDKIT_BCUT2D_LOGPLOW,RDKIT_FpDensityMorgan1,RDKIT_SlogP_VSA3,RDKIT_BalabanJ,RDKIT_HallKierAlpha,RDKIT_MaxAbsPartialCharge,RDKIT_MinAbsPartialCharge,RDKIT_BCUT2D_MWLOW,SOLUTE_S_GC,RDKIT_Chi0n
281,344.497,s,ROP,CC1OC(=O)C(C)OC1=O,False,False,True,False,False,False,False,False,False,True,144.126,-203.89,-0.051,-20.5,56,2.284,4.22,0.0,0.463,58.108,-166.36,9.474,1.6,0.994,3.98,0.722,0.0,1,216,1.013,33.0,10.651,1.416,21.301,2.315,0.347,0.566,3.02,-0.747,136.062,0.0,11.939,4.37,24.147,9.194,-390.75,9.474,1,-0.448,0.636,5.788,244.29,7.724,19.063,1.3,1,1,13.847,3.02,144.042,1.097,1,13.847,26.055,2.158,2,-1.493,-2.219,0.33,1.25,0.636,5.863,3.15,0.043,2.957,1.25,10.651,2,4.609,2.39,8,4,0.994,0.444,1372.583,2.158,0.48,52.6,-37.96,10,0.037,1.841,-0.191,0.667,-0.959,16.645,7.052,2.08,4,0.0,-22.7,-2.404,1.0,19.063,2.631,-1.06,0.448,0.347,10.299,1.093,5.788
282,346.473,s,ROMP,C1=CCCC2CCC2CC1,False,True,False,False,False,False,False,False,False,True,136.238,-36.8,-0.042,0.0,56,2.773,4.752,12.152,0.584,63.322,12.0,12.152,1.6,1.257,2.37,0.123,0.0,1,236,0.118,39.2,2.37,0.356,0.0,2.288,-0.035,0.62,4.616,1.116,120.11,12.152,0.0,5.266,0.0,0.0,-24.8,0.0,2,-0.089,2.254,6.552,244.29,6.812,0.0,1.2,2,0,38.525,4.616,136.125,1.117,0,50.361,38.525,3.724,0,13.435,-2.37,0.17,3.15,2.254,4.908,1.39,0.0,0.0,3.15,2.37,0,4.966,0.08,10,0,1.257,0.449,1372.583,3.724,1.116,0.0,-25.95,10,0.002,1.89,0.153,0.8,2.231,14.343,6.45,2.409,0,0.0,-13.51,-2.254,0.7,0.0,1.924,-0.26,0.089,0.035,9.685,0.641,6.552
283,364.822,s,ROP,O=C1CCC2(CCO1)OCCCO2,True,False,True,False,False,False,False,False,False,True,186.207,-204.0,-0.051,-11.3,74,3.636,6.07,0.0,0.581,77.149,-175.47,0.0,2.615,1.351,3.61,1.012,0.0,2,386,1.155,28.154,10.976,1.779,10.976,2.366,0.305,0.441,4.743,-0.523,172.095,0.0,5.969,6.562,31.577,16.092,-390.77,14.211,2,-0.465,1.716,7.583,317.577,9.148,19.005,1.846,2,2,25.683,4.743,186.089,2.003,2,6.421,31.47,3.432,1,2.64,-2.351,0.4,2.475,1.716,5.692,3.03,0.029,1.876,2.475,10.976,3,6.308,4.73,9,4,1.351,0.526,1784.358,3.432,0.144,44.76,-35.9,13,0.018,2.317,-0.272,0.889,-0.667,16.709,8.965,2.296,4,12.842,-20.58,-2.403,1.077,19.005,1.991,-0.61,0.465,0.305,10.075,1.636,7.583
284,365.291,l,vinyl/acrylic,CC=CC(C)C,True,False,False,False,False,False,True,False,True,False,84.162,-51.941,-0.042,-25.699,36,2.951,2.469,12.152,0.103,39.874,-14.26,26.0,1.833,0.911,2.81,0.088,0.0,0,65,0.104,11.333,2.167,0.073,0.0,1.76,-0.029,0.128,2.399,0.718,72.066,12.152,0.0,2.661,0.0,0.0,-91.9,0.0,0,-0.091,0.385,4.732,146.574,4.992,0.0,1.833,0,0,20.771,2.399,84.094,3.74,0,12.842,20.771,1.77,0,4.241,-1.865,0.5,0.577,0.385,4.789,3.95,1.0,6.375,0.577,2.167,0,2.77,0.07,4,0,0.911,0.427,823.55,1.77,0.718,0.0,-28.5,6,0.001,1.349,0.83,0.667,0.718,13.824,5.74,1.901,0,0.0,-16.03,-1.728,1.333,0.0,3.032,-0.26,0.091,0.029,10.201,0.12,4.732
285,374.463,s,ROP,O=C1CN(Cc2ccccc2)CCO1,False,False,True,False,False,False,False,False,False,True,191.23,-75.14,-0.043,0.0,74,4.242,7.071,30.332,1.007,83.285,-54.73,17.033,2.786,1.486,2.82,1.042,1.238,1,487,0.843,17.857,11.0,1.765,13.098,2.168,0.32,1.126,4.763,-0.118,178.126,35.895,5.969,7.864,30.566,4.865,-129.87,4.737,2,-0.463,1.572,7.979,342.006,9.803,9.531,2.071,1,1,5.563,4.763,191.095,2.326,1,5.563,6.545,3.417,1,0.0,-2.25,0.5,2.272,1.572,5.718,1.84,0.065,2.594,2.272,11.0,1,6.843,4.03,8,3,1.486,0.654,1921.616,3.417,0.118,29.54,-28.78,14,-0.03,2.191,-0.15,0.364,-0.118,16.537,9.215,2.061,3,13.09,-16.08,-2.385,1.286,16.076,1.941,-1.35,0.463,0.32,10.182,1.94,7.979
286,380.523,s,ROMP,CC1(C)OC2CCC=CCCC2O1,True,True,False,False,False,False,False,False,False,True,182.263,-144.2,-0.048,-9.3,74,3.428,5.247,12.152,0.538,79.914,-86.1,12.152,1.923,1.516,2.72,0.68,0.0,1,391,0.672,38.0,5.832,0.74,0.0,2.397,0.163,0.751,5.179,-0.361,164.119,12.152,0.0,6.224,17.995,11.664,-239.6,9.474,2,-0.345,2.155,8.454,317.577,9.312,9.474,1.462,2,1,39.531,5.179,182.131,2.119,1,39.531,57.526,4.339,0,9.603,-2.162,0.33,2.687,2.155,4.913,1.74,0.0,4.011,2.687,5.832,2,6.173,1.38,10,2,1.516,0.536,1784.358,4.339,0.319,18.46,-29.66,13,0.002,2.27,-0.146,0.818,-0.361,16.75,9.224,2.332,2,0.0,-15.49,-2.223,1.0,9.474,2.029,-0.34,0.345,0.163,10.008,0.701,8.454
287,387.11,s,ROMP,CCCCC1(CCCC)OC2CCC=CCCC2O1,False,True,False,False,False,False,False,False,False,True,266.425,-173.6,-0.048,-9.3,110,7.444,8.46,12.152,0.585,118.104,-115.5,26.0,1.789,2.361,2.43,0.756,0.0,1,975,0.672,29.789,6.437,0.773,0.0,2.453,0.169,0.751,8.301,-0.258,236.185,12.152,0.0,9.18,17.995,12.873,-298.4,9.474,2,-0.344,3.231,12.697,464.151,13.554,9.474,1.368,2,1,78.056,8.301,266.225,4.06,1,38.525,96.051,6.057,0,16.811,-2.281,0.52,4.372,3.231,4.932,1.45,0.036,4.491,4.372,6.437,2,9.295,1.37,10,2,2.361,0.631,2607.907,6.057,0.258,18.46,-28.21,19,0.012,2.728,-0.186,0.882,-0.258,16.752,15.057,2.402,2,12.842,-13.84,-2.309,0.895,9.474,1.995,-0.34,0.344,0.169,10.008,0.701,12.697
288,392.588,s,cationic,CCOP1(=O)OCCCO1,False,False,False,True,False,False,False,False,False,True,166.113,-174.42,-0.046,-10.6,60,3.486,4.702,0.0,0.314,60.083,-146.59,0.0,2.6,1.144,2.98,1.062,0.0,1,241,0.957,24.5,11.167,1.188,0.0,2.28,0.474,0.276,3.303,-3.113,155.025,0.0,7.823,5.22,19.821,25.582,-331.61,0.0,1,-0.287,1.927,6.803,244.29,7.45,18.136,2.1,1,1,13.345,4.764,166.039,2.059,1,13.345,13.345,1.885,0,0.789,-2.204,0.33,2.647,0.682,7.481,2.01,0.042,3.048,1.075,11.167,0,4.768,3.28,8,4,1.144,0.584,1372.583,3.554,0.358,44.76,-30.69,10,0.07,1.888,0.078,1.0,0.0,31.205,8.209,2.507,4,0.0,-17.01,-2.093,1.5,18.136,2.406,0.11,0.474,0.287,10.502,1.196,5.909
289,393.517,s,cationic,O=C1CSSCC(=O)O1,False,False,False,True,False,False,False,False,False,True,164.207,-130.29,-0.04,0.2,50,3.122,5.56,0.0,0.962,59.911,-106.24,4.737,2.0,0.981,2.99,0.855,0.0,1,192,0.926,20.889,10.416,1.709,20.832,2.146,0.324,1.091,2.268,-0.435,160.175,0.0,11.939,7.119,23.444,4.292,-236.33,4.737,1,-0.392,1.92,6.088,219.861,6.69,14.326,1.556,1,1,0.0,4.756,163.96,2.276,1,0.0,0.0,1.37,2,0.0,-1.904,0.18,2.745,0.365,8.766,2.35,0.0,0.0,0.665,10.416,1,4.288,3.17,9,5,0.981,0.295,1235.324,3.833,0.274,43.37,-29.09,9,-0.018,1.93,-0.155,0.5,-0.322,33.115,6.953,2.231,3,0.0,-17.08,-2.115,1.111,14.326,2.468,-0.16,0.392,0.324,10.729,2.206,4.455
290,414.35,l,ROP,CC1CCNC(=O)CC1,False,False,True,False,False,False,False,False,True,False,127.187,-86.71,-0.08,-6.5,52,2.853,5.146,0.0,0.553,55.634,-64.26,12.241,3.111,1.102,7.36,0.733,0.0,1,192,0.762,29.0,10.718,1.475,10.718,2.1,0.22,0.612,3.555,0.222,114.083,0.0,0.0,5.122,12.452,0.0,-157.47,5.317,1,-0.356,1.068,5.814,219.861,6.69,4.795,2.333,1,1,26.186,3.555,127.1,2.039,1,18.76,26.186,2.782,0,2.929,-2.012,0.18,1.824,1.068,5.755,-0.08,1.0,3.07,1.824,10.718,0,4.288,3.59,9,1,1.102,0.515,1235.324,2.782,0.222,29.1,-65.96,9,0.331,1.966,-0.12,0.857,0.948,16.149,6.588,2.111,2,12.966,-41.98,-2.207,1.556,4.795,2.338,-0.53,0.356,0.22,10.04,1.136,5.814
291,417.191,l,vinyl/acrylic,C=C(Cl)Cl,False,False,False,False,False,False,True,False,True,False,96.944,-47.4,-0.035,-31.1,24,1.621,2.121,11.07,0.379,35.021,4.2,6.579,1.5,0.592,2.62,0.054,0.0,0,28,0.07,6.5,4.846,0.381,0.0,1.598,0.099,0.285,0.732,0.111,94.928,11.07,0.0,1.406,0.0,0.111,-74.3,0.0,0,-0.072,0.0,3.475,97.716,3.577,0.0,1.5,0,0,0.0,1.487,95.953,39.476,0,0.0,0.0,0.339,0,0.0,-1.568,0.33,0.0,0.0,6.55,2.77,1.0,3.086,0.0,4.846,0,1.732,1.59,4,0,0.592,0.433,549.033,1.445,0.111,0.0,-25.5,4,0.003,0.811,2.454,0.0,0.0,35.539,4.32,1.981,0,0.0,-14.97,-1.239,1.5,0.0,2.803,0.32,0.099,0.072,11.261,0.113,1.963
292,420.968,l,vinyl/acrylic,C=C(C)C(=O)Oc1ccccc1C(=O)O,False,False,False,False,False,False,True,False,True,False,206.197,-184.08,-0.1,-22.74,78,4.413,6.867,36.418,0.869,86.797,-140.84,6.579,2.467,1.527,9.23,0.71,0.169,0,520,0.758,9.4,11.172,1.576,21.932,2.131,0.339,0.961,4.221,-1.139,196.117,41.981,11.939,7.126,17.045,4.849,-347.66,9.843,1,-0.478,0.919,8.188,366.435,11.422,19.432,1.933,0,0,17.282,4.221,206.058,2.67,0,19.056,6.924,2.971,0,0.0,-2.056,0.76,1.669,0.919,5.94,0.99,1.0,4.896,1.669,11.172,1,7.02,2.83,4,3,1.527,0.465,2058.874,2.971,0.026,63.6,-82.35,15,0.613,2.176,-0.13,0.091,-1.748,16.537,10.978,2.181,4,5.573,-52.64,-2.108,1.333,4.795,2.991,-2.1,0.478,0.339,10.178,1.342,8.188
293,421.353,s,ROP,CC1(C)C2CCC(=O)OC1C2,False,False,True,False,False,False,False,False,False,True,154.209,-92.68,-0.05,0.0,62,1.992,5.065,0.0,0.468,66.922,-95.79,13.847,2.909,1.234,3.64,0.619,0.256,3,266,0.5,40.364,10.986,0.907,10.986,2.515,0.306,0.383,4.3,0.003,140.097,0.0,5.969,5.551,12.073,5.253,-188.47,4.737,3,-0.462,2.168,7.093,268.719,8.06,9.531,2.273,3,2,33.11,4.3,154.099,0.883,2,18.76,39.214,4.271,0,2.966,-2.485,0.31,3.351,2.168,5.7,3.07,0.059,4.398,3.351,10.986,1,5.104,4.0,9,2,1.234,0.497,1509.841,4.271,0.003,26.3,-35.51,11,-0.013,2.17,-0.165,0.889,0.724,16.546,7.137,2.516,2,11.836,-20.77,-2.486,1.545,9.531,2.166,-0.53,0.462,0.306,9.591,1.291,7.093
294,421.605,s,ROP,CC(C)C1CCOC(=O)CC1,False,False,True,False,False,False,False,False,False,True,156.225,-142.3,-0.05,-11.5,64,3.744,5.402,0.0,0.343,67.928,-113.57,13.847,2.818,1.342,3.63,0.61,0.0,1,284,0.638,26.455,10.829,1.232,10.829,2.188,0.305,0.236,4.355,-0.02,140.097,0.0,5.969,5.609,12.576,4.944,-267.37,4.737,1,-0.466,1.511,7.3,268.719,8.268,9.531,2.182,1,1,33.11,4.355,156.115,2.524,1,24.677,33.11,3.552,1,2.669,-2.154,0.31,2.414,1.511,5.69,3.06,0.062,5.044,2.414,10.829,1,5.198,4.04,9,2,1.342,0.543,1509.841,3.552,0.02,26.3,-35.65,11,0.029,2.13,-0.142,0.889,1.346,16.533,8.566,2.231,2,6.421,-20.73,-2.078,1.455,9.531,2.396,-0.53,0.466,0.305,9.891,1.271,7.3
295,423.152,s,ROP,CC1(C)CCOC(=O)CC1,False,False,True,False,False,False,False,False,False,True,142.198,-138.07,-0.051,-11.5,58,2.605,4.936,0.0,0.345,61.563,-109.34,13.847,2.8,1.202,3.7,0.573,0.298,1,228,0.638,25.2,10.749,1.225,10.749,2.227,0.305,0.196,3.758,-0.037,128.086,0.0,5.969,4.973,12.576,4.9,-258.91,4.737,1,-0.466,1.079,6.645,244.29,7.613,9.531,2.1,1,1,33.11,3.758,142.099,2.011,1,18.257,33.11,3.635,1,2.553,-2.188,0.25,2.048,1.079,5.691,3.13,0.067,4.954,2.048,10.749,1,4.601,4.06,9,2,1.202,0.481,1372.583,3.635,0.037,26.3,-36.26,10,0.024,1.943,-0.142,0.875,-0.037,16.533,7.576,2.284,2,6.421,-21.13,-2.099,1.4,9.531,2.485,-0.53,0.466,0.305,9.854,1.16,6.645
296,428.091,l,vinyl/acrylic,C=C[Si](C)(C)Cc1ccccc1,False,False,False,False,False,False,True,False,True,False,176.335,-28.57,-0.077,-16.27,64,3.721,3.931,42.61,0.854,75.947,8.2,55.704,2.333,0.955,5.43,0.17,3.592,0,312,0.185,11.167,3.89,0.652,0.0,2.151,0.075,0.836,4.315,-1.154,160.207,48.174,0.0,4.103,8.074,0.0,-36.64,0.0,1,-0.107,2.626,8.878,293.148,9.027,0.0,1.833,0,0,5.563,7.599,176.102,2.664,0,6.044,19.138,3.855,0,0.0,-2.16,0.71,4.48,1.194,6.811,3.97,1.0,8.571,2.055,3.89,0,5.639,0.4,4,0,0.955,0.62,1647.099,8.594,1.154,0.0,-53.82,12,-0.003,2.056,1.325,0.273,0.0,28.332,9.266,2.113,0,0.0,-30.97,-2.255,1.25,6.044,2.703,-0.823,0.107,0.075,10.239,0.617,7.878
297,428.677,l,vinyl/acrylic,C=CC#N,False,False,False,False,False,False,True,False,True,False,53.064,0.4,-0.04,-23.6,20,2.23,2.001,12.655,0.296,25.172,44.5,6.579,2.25,0.502,3.46,0.3,0.0,0,31,0.255,3.75,7.507,0.82,0.0,1.335,0.091,0.407,0.921,1.181,50.04,12.655,0.0,2.039,0.0,0.0,21.3,0.0,0,-0.193,0.0,2.232,97.716,3.414,0.0,2.25,0,0,0.0,0.921,53.027,1.23,0,0.0,0.0,0.333,0,1.181,-1.309,0.33,0.091,0.0,4.931,1.0,1.0,3.118,0.091,7.507,0,1.914,3.46,4,1,0.502,0.373,549.033,0.333,1.181,23.79,-31.53,4,0.034,1.371,1.537,0.0,0.0,14.205,3.23,1.41,1,6.076,-19.73,-1.235,2.0,0.0,2.922,-0.77,0.193,0.091,10.751,0.615,2.232
298,428.745,l,vinyl/acrylic,C=Cc1ccccc1,False,False,False,False,False,False,True,False,True,False,104.152,-4.19,-0.059,-19.2,40,2.314,3.931,36.911,0.854,49.472,35.51,6.579,2.125,0.955,4.37,0.17,1.174,0,121,0.185,8.5,3.631,0.652,0.0,1.753,-0.026,0.836,2.608,1.174,96.088,42.474,0.0,4.103,0.0,0.0,12.12,0.0,1,-0.098,0.589,4.671,195.432,5.82,0.0,1.75,0,0,5.563,2.608,104.063,0.969,0,5.563,0.0,1.615,0,1.833,-1.848,0.6,1.035,0.589,5.452,3.4,1.0,3.631,1.035,3.631,0,3.932,0.12,4,0,0.955,0.513,1098.066,1.615,1.174,0.0,-42.39,8,-0.003,1.903,1.667,0.0,0.0,13.814,5.104,1.969,0,0.0,-24.94,-1.633,1.125,0.0,2.991,-1.04,0.098,0.026,10.213,0.617,4.671
299,435.467,l,ROMP,C[Si](C)(C)C1CC2C=CC1C2,False,True,False,False,False,False,False,False,True,False,166.34,-70.8,-0.076,-0.0,62,2.223,3.199,12.152,0.438,70.703,-21.32,31.793,2.091,0.835,4.3,0.072,1.095,1,235,0.156,41.909,2.52,0.295,0.0,2.417,0.048,0.518,4.755,-0.829,148.196,12.152,0.0,3.217,8.074,0.0,-92.12,0.0,2,-0.085,5.318,8.801,268.719,8.06,0.0,1.818,2,0,12.842,8.332,166.118,1.196,0,30.219,38.024,5.253,0,7.921,-2.297,0.46,6.28,2.776,6.773,4.16,1.0,7.56,3.391,2.52,0,5.071,0.5,7,0,0.835,0.414,1509.841,10.726,0.829,0.0,-47.23,11,0.002,2.418,0.675,0.8,1.948,28.332,7.598,2.509,0,8.074,-24.55,-2.301,1.091,0.0,2.146,-0.043,0.085,0.048,10.082,0.383,7.801
300,436.82,l,vinyl/acrylic,CC=CC,False,False,False,False,False,False,True,False,True,False,56.108,-42.256,-0.016,-23.215,24,2.74,1.674,12.152,0.146,27.144,-2.629,0.0,1.25,0.629,2.13,0.055,0.0,0,29,0.085,9.5,2.0,0.085,0.0,1.339,-0.047,0.144,1.488,2.0,48.044,12.152,0.0,1.924,0.0,0.0,-68.1,0.0,0,-0.092,0.0,3.155,97.716,3.414,0.0,1.25,0,0,13.847,1.488,56.063,1.74,0,13.847,13.847,0.667,0,4.0,-1.491,0.33,0.333,0.0,4.68,3.11,1.0,4.0,0.333,2.0,0,1.914,0.11,4,0,0.629,0.37,549.033,0.667,2.0,0.0,-16.85,4,0.0,1.371,1.643,0.5,0.0,13.426,3.74,1.567,0,0.0,-12.17,-1.262,1.0,0.0,2.549,-0.26,0.092,0.047,10.597,0.189,3.155
301,441.797,l,ROP,CC1OC(=O)C(C)OC1=O,False,False,True,False,False,False,False,False,True,False,144.126,-203.89,-0.096,-20.5,56,2.284,4.22,0.0,0.463,58.108,-166.36,9.474,1.6,0.994,6.73,0.722,0.0,1,216,1.013,33.0,10.651,1.416,21.301,2.315,0.347,0.566,3.02,-0.747,136.062,0.0,11.939,4.37,24.147,9.194,-390.75,9.474,1,-0.448,0.636,5.788,244.29,7.724,19.063,1.3,1,1,13.847,3.02,144.042,1.097,1,13.847,26.055,2.158,2,-1.493,-2.219,0.33,1.25,0.636,5.863,0.37,1.0,2.957,1.25,10.651,2,4.609,2.36,8,4,0.994,0.444,1372.583,2.158,0.48,52.6,-67.12,10,0.037,1.841,-0.191,0.667,-0.959,16.645,7.052,2.08,4,0.0,-38.38,-2.404,1.0,19.063,2.631,-1.06,0.448,0.347,10.299,1.093,5.788
302,461.336,l,vinyl/acrylic,C=CCCCC,False,False,False,False,False,False,True,False,True,False,84.162,-50.791,-0.043,-22.75,36,4.74,2.616,12.655,0.099,39.874,-9.959,13.503,2.5,0.911,2.92,0.068,0.0,0,76,0.071,8.167,3.598,0.081,0.0,1.709,-0.035,0.124,2.524,1.177,72.066,12.655,0.0,2.669,0.0,0.0,-83.5,0.0,0,-0.103,0.348,4.406,146.574,4.828,0.0,2.333,0,0,26.186,2.524,84.094,3.74,0,6.421,26.186,1.431,0,5.718,-1.815,0.5,0.762,0.348,4.637,4.12,1.0,5.782,0.762,3.598,0,2.914,0.15,4,0,0.911,0.364,823.55,1.431,1.177,0.0,-29.62,6,-0.001,1.614,0.816,0.667,0.0,13.774,5.74,1.909,0,0.0,-16.68,-1.614,1.667,0.0,2.488,-0.26,0.103,0.035,10.251,0.127,4.406
304,470.185,l,vinyl/acrylic,C=CC,True,False,False,False,False,False,True,False,True,False,42.081,-36.735,-0.022,-20.5,18,1.74,0.992,12.655,0.115,20.78,4.835,6.579,2.0,0.488,1.49,0.067,0.0,0,18,0.06,4.333,3.361,0.08,0.0,1.145,-0.047,0.134,0.986,1.75,36.033,12.655,0.0,1.292,0.0,0.0,-52.4,0.0,0,-0.103,0.0,2.284,73.287,2.707,0.0,2.0,0,0,6.924,0.986,42.047,1.74,0,6.924,6.924,0.408,0,1.75,-1.305,0.2,0.0,0.0,4.512,2.35,1.0,5.25,0.0,3.361,0,1.414,0.17,4,0,0.488,0.357,411.775,0.408,1.75,0.0,-15.13,3,-0.002,0.918,1.8,0.333,0.0,13.236,2.74,1.377,0,0.0,-8.51,-1.073,2.0,0.0,2.187,-0.26,0.103,0.047,10.787,0.174,2.284
305,472.276,l,vinyl/acrylic,CC=CCC,False,False,False,False,False,False,True,False,True,False,70.135,-46.391,-0.037,-24.076,30,3.74,2.173,12.152,0.14,33.509,-7.433,19.076,2.2,0.77,2.59,0.07,0.0,0,46,0.096,10.0,2.125,0.081,0.0,1.517,-0.038,0.134,2.026,1.163,60.055,12.152,0.0,2.316,0.0,0.0,-77.9,0.0,0,-0.092,0.236,3.862,122.145,4.121,0.0,2.2,0,0,20.268,2.026,70.078,3.74,0,13.345,20.268,0.977,0,5.344,-1.647,0.43,0.471,0.236,4.73,3.59,1.0,4.156,0.471,2.125,0,2.414,0.08,4,0,0.77,0.414,686.291,0.977,1.163,0.0,-25.68,5,-0.001,1.406,1.217,0.6,0.0,13.594,4.74,1.732,0,0.0,-14.77,-1.431,1.6,0.0,2.622,-0.26,0.092,0.038,10.431,0.142,3.862
306,478.318,l,cationic,C1COC1,True,False,False,True,False,False,False,False,True,False,58.08,-64.42,-0.039,-25.7,24,0.725,2.084,0.0,0.319,25.577,-18.22,0.0,1.5,0.481,2.96,0.419,0.0,1,35,0.249,24.0,4.722,0.731,0.0,1.94,0.049,0.207,1.577,1.0,52.032,0.0,0.0,2.062,13.214,4.722,-108.34,4.737,1,-0.381,0.144,2.53,97.716,2.828,4.737,1.5,1,1,6.421,1.577,58.042,0.115,1,6.421,6.421,0.966,0,1.278,-2.085,0.0,0.577,0.144,4.407,0.42,1.0,2.0,0.577,4.722,1,2.0,2.0,6,1,0.481,0.392,549.033,0.966,1.0,9.23,-28.56,4,0.003,0.722,0.037,1.0,0.0,16.495,2.213,1.925,1,13.214,-16.91,-2.088,1.25,4.737,2.0,-0.04,0.381,0.049,10.407,0.384,2.53
307,481.223,s,ROP,O=C1Cc2ccccc2CCO1,False,False,True,False,False,False,False,False,False,True,162.188,-89.05,-0.053,-0.0,62,2.972,6.224,24.265,0.969,71.16,-71.82,6.066,2.75,1.246,3.58,0.636,2.35,0,324,0.641,16.167,11.024,1.782,11.024,2.122,0.31,1.013,4.085,-0.111,152.108,35.392,5.969,6.619,12.576,4.946,-160.87,4.737,2,-0.465,1.455,6.747,293.148,8.389,9.531,1.917,1,0,11.127,4.085,162.068,1.326,1,11.127,12.842,2.916,1,1.276,-1.995,0.36,2.088,1.455,5.732,3.0,0.172,0.524,2.088,11.024,1,5.86,3.9,9,2,1.246,0.538,1647.099,2.916,0.111,26.3,-36.19,12,0.0,2.246,-0.142,0.3,-0.111,16.533,7.345,2.135,2,6.421,-20.41,-2.045,1.167,22.373,2.37,-1.31,0.465,0.31,10.035,1.691,6.747
308,491.304,l,vinyl/acrylic,C=CCC(C)C,False,False,False,False,False,False,True,False,True,False,84.162,-52.4,-0.044,-23.063,36,2.951,2.426,12.655,0.074,39.874,-12.237,20.426,2.167,0.911,2.74,0.064,0.0,0,71,0.071,9.167,3.601,0.072,0.0,1.822,-0.033,0.124,2.379,0.78,72.066,12.655,0.0,2.494,0.0,0.0,-87.7,0.0,0,-0.103,0.333,4.569,146.574,4.992,0.0,2.167,0,0,20.268,2.379,84.094,3.74,0,12.339,20.268,1.918,0,3.088,-1.921,0.5,0.638,0.333,4.666,4.09,1.0,7.965,0.638,3.601,0,2.77,0.15,4,0,0.911,0.45,823.55,1.918,0.78,0.0,-28.68,6,-0.001,1.349,0.664,0.667,0.78,13.884,5.74,1.963,0,0.0,-15.63,-1.784,1.667,0.0,2.814,-0.26,0.103,0.033,10.141,0.127,4.569
309,503.121,s,ROP,O=C1CCC2(CCO1)OCCO2,True,False,True,False,False,False,False,False,False,True,172.18,-193.3,-0.053,-5.5,68,3.029,5.505,0.0,0.555,70.784,-170.57,0.0,2.583,1.21,3.58,0.976,0.0,2,323,1.155,28.5,10.89,1.762,10.89,2.382,0.305,0.402,4.243,-0.508,160.084,0.0,5.969,6.063,31.577,15.801,-369.37,14.211,2,-0.465,1.596,6.876,293.148,8.441,19.005,1.833,2,2,19.262,4.243,172.074,1.445,2,0.0,25.05,3.078,1,1.699,-2.233,0.36,2.27,1.596,5.692,3.0,0.031,1.682,2.27,10.89,3,5.808,4.66,9,4,1.21,0.498,1647.099,3.078,0.147,44.76,-36.3,12,0.017,2.423,-0.165,0.875,-0.655,16.739,8.01,2.301,4,12.842,-20.4,-2.296,1.083,19.005,2.012,-0.61,0.465,0.305,10.094,1.599,6.876
