,dS (cal/mol/K),BASE_Monomer_State,BASE_Category,Canonical SMILES,Global_Test,BASE_Category_ROMP,BASE_Category_ROP,BASE_Category_cationic,BASE_Category_cyclic,BASE_Category_ionic,BASE_Category_vinyl/acrylic,BASE_Monomer_State_g,BASE_Monomer_State_l,BASE_Monomer_State_s,STERICS_Backbone_Length,MIX_dGsolv298(kJ/mol),MIX_logK,SOLUTE_B_ML,SOLUTE_S_ML,RDKIT_SPS,PEP_dH_(kcal/mol),MIX_dHsolv298(kJ/mol),RDKIT_NumAliphaticRings,RDKIT_FractionCSP3,RDKIT_BCUT2D_LOGPLOW,SOLUTE_B_GC,SOLUTE_S_GC,MIX_dSsolv298(kJ/mol/K),STERICS_Side_Chain_Ratio,RDKIT_FpDensityMorgan3,RDKIT_BCUT2D_CHGHI,SOLUTE_E_GC,RDKIT_RingCount,MIX_logP,RDKIT_BalabanJ,RDKIT_Kappa3,RDKIT_MaxEStateIndex,RDKIT_MaxAbsEStateIndex,STERICS_Volume,RDKIT_VSA_EState1,TANIMOTO,RDKIT_MinPartialCharge,RDKIT_BCUT2D_CHGLO,RDKIT_MinEStateIndex,RDKIT_MaxAbsPartialCharge,DIPOLE_mmff94,SOLUTE_L_ML,SOLUTE_L_GC,RDKIT_HeavyAtomCount,RDKIT_NumAliphaticHeterocycles,RDKIT_VSA_EState2,STERICS_Wiener_Index,RDKIT_Chi1,RDKIT_PEOE_VSA7,RDKIT_fr_lactone,STERICS_VDW_Volume,RDKIT_Chi1v,RDKIT_BCUT2D_MRHI,RDKIT_Chi1n,RDKIT_Chi4v,RDKIT_SlogP_VSA2,RDKIT_EState_VSA8,PEP_dHf_2,RDKIT_NumSaturatedRings,PEP_dHf_0,RDKIT_Chi3v,RDKIT_SlogP_VSA3,RDKIT_PEOE_VSA14,RDKIT_NumHAcceptors,RDKIT_MinAbsEStateIndex,RDKIT_HallKierAlpha,RDKIT_Chi2n,PEP_dHf_1,RDKIT_Chi3n,RDKIT_NumValenceElectrons,RDKIT_AvgIpc,RDKIT_fr_ether,RDKIT_Chi0n,RDKIT_TPSA,RDKIT_NumSaturatedHeterocycles,RDKIT_qed,RDKIT_Chi0,RDKIT_NOCount,RDKIT_VSA_EState7,RDKIT_Chi2v,SOLUTE_E_ML,RDKIT_Chi4n,RDKIT_Chi0v,RDKIT_SMR_VSA5,RDKIT_PEOE_VSA1,RDKIT_LabuteASA,RDKIT_MaxPartialCharge,RDKIT_Kappa2,SOLUTE_V_GC
268,-4.9,s,ROMP,O=C1C2C3CCC=CCCC3C2C(=O)N1c1ccccc1,False,True,False,False,False,False,False,False,False,True,10,-15.09,2.65,1.088,2.21,34.762,0.0,-27.51,3,0.444,-2.482,1.035,2.263,-0.042,0.57,1.857,2.631,2.0,4,1.67,1.653,1.797,12.718,12.718,2882.424,0.0,0.0,-0.274,-2.46,-0.061,0.274,2.1,11.555,11.366,21,1,26.874,1168,10.288,49.652,0,513.01,7.867,6.227,7.867,4.432,11.814,12.152,-112.08,2,-31.64,5.385,9.589,0.0,2,0.03,-1.9,6.353,-80.44,5.385,108,2.677,0,11.943,37.38,1,0.585,14.397,3,8.613,6.353,2.063,4.432,11.943,25.683,0.0,124.186,0.237,4.831,2.17
269,-3.513,s,ROP,O=C1CCCCO1,False,False,True,False,False,False,False,False,False,True,8,-17.22,3.02,0.608,1.505,21.429,-10.6,-28.44,1,0.8,-2.105,0.449,1.186,-0.038,0.11,2.571,2.061,0.303,1,2.04,2.25,1.18,10.241,10.241,960.808,4.639,0.0,-0.466,-2.078,-0.036,0.466,4.11,3.665,3.653,7,1,10.241,114,3.394,12.842,1,171.003,2.55,5.693,2.55,0.63,12.576,4.737,-219.77,1,-90.67,1.038,9.531,5.969,2,0.036,-0.53,1.678,-118.5,1.038,40,1.686,1,4.145,26.3,1,0.419,5.113,2,2.685,1.678,0.429,0.63,4.145,19.262,4.737,42.468,0.305,1.959,0.779
270,-19.407,s,vinyl/acrylic,C=C1OC(C)(C(C)C)OC1=O,True,False,False,False,False,False,True,False,False,True,4,-20.4,3.57,0.678,1.259,30.545,-37.06,-36.36,1,0.625,-2.318,0.716,0.955,-0.054,0.69,2.182,2.427,0.601,1,3.0,2.794,1.225,10.847,10.847,1509.841,10.118,0.1,-0.445,-2.245,-0.811,0.445,3.25,4.48,4.328,11,1,10.847,222,4.955,6.579,1,268.719,3.568,5.869,3.568,0.784,11.756,6.579,-338.5,1,-121.89,1.898,14.268,5.969,3,0.098,-0.99,3.085,-179.55,1.898,62,2.09,2,7.009,35.53,1,0.425,8.646,3,0.0,3.085,0.357,0.784,7.009,26.558,9.474,65.987,0.376,2.255,1.217
271,-8.007,s,ROP,O=C1CCCCCCO1,False,False,True,False,False,False,False,False,False,True,10,-21.26,3.73,0.576,1.451,22.0,-12.8,-36.55,1,0.857,-2.075,0.492,1.23,-0.051,0.09,2.778,2.043,0.311,1,3.15,2.202,2.492,10.614,10.614,1235.324,4.844,0.037,-0.466,-2.073,-0.019,0.466,3.95,4.825,4.691,9,1,10.614,212,4.394,12.842,1,219.861,3.55,5.688,3.55,0.983,12.576,0.0,-239.37,1,-98.27,1.538,9.531,5.969,2,0.019,-0.53,2.385,-128.3,1.538,52,1.788,1,5.559,26.3,1,0.462,6.527,2,5.09,2.385,0.407,0.983,5.559,32.104,4.737,55.198,0.305,3.487,1.061
273,-10.707,s,ROP,O=C1OCCCO1,False,False,True,False,False,False,False,False,False,True,8,-17.49,3.07,0.619,1.364,20.286,-1.7,-31.73,1,0.75,-2.162,0.465,0.828,-0.048,0.11,2.143,2.07,0.261,1,0.49,2.25,1.066,10.019,10.019,960.808,8.833,0.235,-0.434,-2.093,-0.536,0.508,4.92,3.37,2.426,7,1,10.019,114,3.394,0.0,2,171.003,2.19,5.597,2.19,0.412,19.369,9.474,-279.82,1,-135.6,0.729,9.474,6.155,3,0.513,-0.73,1.3,-142.52,0.729,40,1.686,2,3.846,35.53,1,0.419,5.113,3,0.289,1.3,0.444,0.412,3.846,6.421,9.474,41.217,0.508,1.818,0.697
274,-8.222,s,ROP,CC1COC(=O)CC(C)C1,False,False,True,False,False,False,False,False,False,True,9,-20.82,3.65,0.585,1.229,34.8,-11.5,-35.56,1,0.875,-2.05,0.638,1.263,-0.05,0.25,2.8,2.184,0.235,1,3.08,2.459,2.011,10.817,10.817,1372.583,4.947,0.067,-0.465,-2.07,-0.031,0.465,4.04,4.944,5.254,10,1,10.817,232,4.682,18.257,1,244.29,3.838,5.693,3.838,1.417,12.576,13.847,-257.57,1,-108.67,1.849,9.531,5.969,2,0.031,-0.53,3.333,-137.4,1.849,58,1.928,1,6.593,26.3,1,0.48,7.56,2,1.718,3.333,0.34,1.417,6.593,26.689,4.737,61.563,0.306,3.039,1.202
275,-5.545,l,ROP,CC1CCCC(=O)O1,False,False,True,False,False,False,False,False,True,False,8,-30.02,5.26,0.611,1.419,29.625,-10.6,-51.86,1,0.833,-2.194,0.374,1.29,-0.073,0.2,2.875,2.142,0.346,1,0.8,2.336,1.219,10.451,10.451,1098.066,4.847,1.0,-0.463,-2.167,-0.038,0.463,4.08,4.129,4.154,8,1,10.451,146,3.788,19.765,1,195.432,2.983,5.696,2.983,0.876,12.073,0.0,-218.93,1,-100.42,1.324,9.531,5.969,2,0.038,-0.53,2.193,-107.91,1.324,46,1.642,1,5.015,26.3,1,0.441,5.983,2,2.812,2.193,0.39,0.876,5.015,32.29,4.737,48.833,0.306,2.159,0.92
276,-26.171,l,vinyl/acrylic,C=C[Si](C)(C)C,False,False,False,False,False,False,True,False,True,False,4,-14.15,2.48,0.067,0.08,11.167,-16.27,-29.35,0,0.6,-2.137,0.06,0.174,-0.051,0.5,1.5,2.03,0.134,0,2.99,3.446,3.957,3.694,3.694,823.55,0.0,1.0,-0.107,-2.042,-0.867,0.107,0.41,0.992,1.292,6,0,0.0,63,2.561,0.0,0,146.574,5.774,6.804,2.197,0.0,8.074,31.919,-97.7,0,-22.33,1.837,0.0,0.0,0,0.867,-0.043,2.57,-59.1,0.612,36,1.352,0,4.784,0.0,0,0.442,5.207,0,0.0,7.71,0.115,0.0,5.784,19.641,0.0,40.89,0.068,1.604,0.488
277,-7.218,s,ROP,CC1(C)COC2(CCOC(=O)CC2)OC1,False,False,True,False,False,False,False,False,False,True,9,-20.68,3.62,1.05,1.759,29.6,-0.1,-35.88,2,0.909,-2.472,1.155,1.517,-0.051,0.47,2.467,2.415,0.399,2,3.05,1.99,2.494,11.103,11.103,2058.874,16.575,0.056,-0.465,-2.422,-0.568,0.465,4.74,6.905,7.192,15,2,11.103,538,7.015,0.0,1,366.435,5.45,5.692,5.45,1.836,31.577,13.847,-397.61,2,-190.14,2.908,19.005,5.969,4,0.072,-0.61,5.123,-207.37,2.908,86,2.358,3,9.376,44.76,2,0.573,10.941,4,1.65,5.123,0.496,1.836,9.376,38.897,14.211,89.879,0.305,3.757,1.633
278,-6.549,s,cationic,CC1CCC(C(C)C)C(=O)C1,False,False,False,True,False,False,False,False,False,True,8,-20.55,3.6,0.607,0.692,32.909,-2.2,-35.15,1,0.9,-2.268,0.454,0.702,-0.049,0.38,2.455,2.275,0.406,1,3.03,2.508,2.047,11.446,11.446,1509.841,0.0,0.065,-0.299,-2.269,0.367,0.299,3.02,5.111,5.554,11,0,11.446,262,5.109,24.677,0,268.719,4.636,5.816,4.636,1.927,5.783,20.771,-185.44,1,-80.27,2.738,4.795,0.0,1,0.367,-0.33,4.203,-102.97,2.738,64,1.854,0,7.762,17.07,0,0.567,8.431,1,3.19,4.203,0.362,1.927,7.762,40.034,0.0,69.179,0.136,3.378,1.425
279,-6.549,l,ROP,CC1CC(C(C)C)CC(=O)O1,False,False,True,False,False,False,False,False,True,False,8,-32.97,5.78,0.624,1.274,32.182,-10.6,-61.94,1,0.889,-2.294,0.374,1.282,-0.097,0.38,2.636,2.269,0.345,1,2.48,2.493,2.208,10.966,10.966,1509.841,5.028,1.0,-0.463,-2.284,-0.026,0.463,4.09,5.357,5.42,11,1,10.966,266,5.092,25.18,1,268.719,4.288,5.702,4.288,1.552,12.073,13.847,-256.73,1,-119.32,2.339,9.531,5.969,2,0.026,-0.53,3.744,-126.81,2.339,64,1.846,1,7.463,26.3,1,0.543,8.431,2,1.773,3.744,0.305,1.552,7.463,39.717,4.737,67.928,0.306,3.245,1.342
280,-6.549,s,ROP,CC1CCC(C(C)C)OC(=O)C1,False,False,True,False,False,False,False,False,False,True,9,-20.58,3.61,0.591,1.228,31.5,-11.5,-35.13,1,0.9,-2.206,0.564,1.375,-0.049,0.36,2.667,2.238,0.279,1,3.03,2.522,2.505,11.186,11.186,1647.099,5.304,0.059,-0.462,-2.177,-0.015,0.462,4.02,5.694,6.11,12,1,11.186,353,5.592,24.677,1,293.148,4.788,5.696,4.788,1.581,12.073,20.771,-284.12,1,-123.32,2.486,9.531,5.969,2,0.015,-0.53,4.159,-149.3,2.486,70,2.106,1,8.17,26.3,1,0.565,9.138,2,2.907,4.159,0.305,1.581,8.17,46.138,4.737,74.293,0.306,3.923,1.483
281,-8.126,s,ROP,CC1OC(=O)C(C)OC1=O,False,False,True,False,False,False,False,False,False,True,8,-22.7,3.98,0.722,1.416,33.0,-20.5,-37.96,1,0.667,-2.404,1.013,1.093,-0.051,0.33,1.6,2.315,0.566,1,3.15,2.631,1.097,10.651,10.651,1372.583,9.194,0.043,-0.448,-2.219,-0.747,0.448,2.39,4.22,4.37,10,1,21.301,216,4.609,13.847,2,244.29,3.02,5.863,3.02,0.636,24.147,9.474,-390.75,1,-166.36,1.25,19.063,11.939,4,0.48,-1.06,2.158,-203.89,1.25,56,1.841,2,5.788,52.6,1,0.444,7.724,4,-1.493,2.158,0.463,0.636,5.788,26.055,9.474,58.108,0.347,2.284,0.994
282,-3.394,s,ROMP,C1=CCCC2CCC2CC1,False,True,False,False,False,False,False,False,False,True,10,-13.51,2.37,0.123,0.356,39.2,0.0,-25.95,2,0.8,-2.254,0.118,0.641,-0.042,0.17,1.6,2.288,0.62,2,1.39,1.924,1.117,2.37,2.37,1372.583,0.0,0.0,-0.089,-2.37,1.116,0.089,0.08,4.752,5.266,10,0,0.0,236,4.966,50.361,0,244.29,4.616,4.908,4.616,2.254,0.0,12.152,-24.8,1,12.0,3.15,0.0,0.0,0,1.116,-0.26,3.724,-36.8,3.15,56,1.89,0,6.552,0.0,0,0.449,6.812,0,13.435,3.724,0.584,2.254,6.552,38.525,0.0,63.322,-0.035,2.773,1.257
283,-6.668,s,ROP,O=C1CCC2(CCO1)OCCCO2,True,False,True,False,False,False,False,False,False,True,9,-20.58,3.61,1.012,1.779,28.154,-11.3,-35.9,2,0.889,-2.403,1.155,1.636,-0.051,0.4,2.615,2.366,0.441,2,3.03,1.991,2.003,10.976,10.976,1784.358,16.092,0.029,-0.465,-2.351,-0.523,0.465,4.73,6.07,6.562,13,2,10.976,386,6.308,6.421,1,317.577,4.743,5.692,4.743,1.716,31.577,0.0,-390.77,2,-175.47,2.475,19.005,5.969,4,0.144,-0.61,3.432,-204.0,2.475,74,2.317,3,7.583,44.76,2,0.526,9.148,4,2.64,3.432,0.581,1.716,7.583,31.47,14.211,77.149,0.305,3.636,1.351
284,-31.071,l,vinyl/acrylic,CC=CC(C)C,True,False,False,False,False,False,True,False,True,False,4,-16.03,2.81,0.088,0.073,11.333,-25.699,-28.5,0,0.667,-1.728,0.104,0.12,-0.042,0.5,1.833,1.76,0.128,0,3.95,3.032,3.74,2.167,2.167,823.55,0.0,1.0,-0.091,-1.865,0.718,0.091,0.07,2.469,2.661,6,0,0.0,65,2.77,12.842,0,146.574,2.399,4.789,2.399,0.385,0.0,26.0,-91.9,0,-14.26,0.577,0.0,0.0,0,0.718,-0.26,1.77,-51.941,0.577,36,1.349,0,4.732,0.0,0,0.427,4.992,0,4.241,1.77,0.103,0.385,4.732,20.771,0.0,39.874,-0.029,2.951,0.911
285,-1.697,s,ROP,O=C1CN(Cc2ccccc2)CCO1,False,False,True,False,False,False,False,False,False,True,8,-16.08,2.82,1.042,1.765,17.857,0.0,-28.78,1,0.364,-2.385,0.843,1.94,-0.043,0.5,2.786,2.168,1.126,2,1.84,1.941,2.326,11.0,11.0,1921.616,4.865,0.065,-0.463,-2.25,-0.118,0.463,4.03,7.071,7.864,14,1,13.098,487,6.843,5.563,1,342.006,4.763,5.718,4.763,1.572,30.566,17.033,-129.87,1,-54.73,2.272,16.076,5.969,3,0.118,-1.35,3.417,-75.14,2.272,74,2.191,1,7.979,29.54,1,0.654,9.803,3,0.0,3.417,1.007,1.572,7.979,6.545,4.737,83.285,0.32,4.242,1.486
286,-4.9,s,ROMP,CC1(C)OC2CCC=CCCC2O1,True,True,False,False,False,False,False,False,False,True,10,-15.49,2.72,0.68,0.74,38.0,-9.3,-29.66,2,0.818,-2.223,0.672,0.701,-0.048,0.33,1.923,2.397,0.751,2,1.74,2.029,2.119,5.832,5.832,1784.358,11.664,0.0,-0.345,-2.162,-0.361,0.345,1.38,5.247,6.224,13,1,0.0,391,6.173,39.531,0,317.577,5.179,4.913,5.179,2.155,17.995,12.152,-239.6,1,-86.1,2.687,9.474,0.0,2,0.319,-0.34,4.339,-144.2,2.687,74,2.27,2,8.454,18.46,1,0.536,9.312,2,9.603,4.339,0.538,2.155,8.454,57.526,9.474,79.914,0.163,3.428,1.516
287,-4.995,s,ROMP,CCCCC1(CCCC)OC2CCC=CCCC2O1,False,True,False,False,False,False,False,False,False,True,10,-13.84,2.43,0.756,0.773,29.789,-9.3,-28.21,2,0.882,-2.309,0.672,0.701,-0.048,0.52,1.789,2.453,0.751,2,1.45,1.995,4.06,6.437,6.437,2607.907,12.873,0.036,-0.344,-2.281,-0.258,0.344,1.37,8.46,9.18,19,1,0.0,975,9.295,38.525,0,464.151,8.301,4.932,8.301,3.231,17.995,26.0,-298.4,1,-115.5,4.372,9.474,0.0,2,0.258,-0.34,6.057,-173.6,4.372,110,2.728,2,12.697,18.46,1,0.631,13.554,2,16.811,6.057,0.585,3.231,12.697,96.051,9.474,118.104,0.169,7.444,2.361
288,0.359,s,cationic,CCOP1(=O)OCCCO1,False,False,False,True,False,False,False,False,False,True,8,-17.01,2.98,1.062,1.188,24.5,-10.6,-30.69,1,1.0,-2.093,0.957,1.196,-0.046,0.33,2.6,2.28,0.276,1,2.01,2.406,2.059,11.167,11.167,1372.583,25.582,0.042,-0.287,-2.204,-3.113,0.474,3.28,4.702,5.22,10,1,0.0,241,4.768,13.345,0,244.29,4.764,7.481,3.303,1.927,19.821,0.0,-331.61,1,-146.59,2.647,18.136,7.823,4,0.358,0.11,1.885,-174.42,1.075,60,1.888,0,5.909,44.76,1,0.584,7.45,4,0.789,3.554,0.314,0.682,6.803,13.345,0.0,60.083,0.474,3.486,1.144
289,-2.868,s,cationic,O=C1CSSCC(=O)O1,False,False,False,True,False,False,False,False,False,True,9,-17.08,2.99,0.855,1.709,20.889,0.2,-29.09,1,0.5,-2.115,0.926,2.206,-0.04,0.18,2.0,2.146,1.091,1,2.35,2.468,2.276,10.416,10.416,1235.324,4.292,0.0,-0.392,-1.904,-0.435,0.392,3.17,5.56,7.119,9,1,20.832,192,4.288,0.0,2,219.861,4.756,8.766,2.268,1.92,23.444,4.737,-236.33,1,-106.24,2.745,14.326,11.939,5,0.274,-0.16,1.37,-130.29,0.665,50,1.93,1,4.455,43.37,1,0.295,6.69,3,0.0,3.833,0.962,0.365,6.088,0.0,4.737,59.911,0.324,3.122,0.981
290,-3.824,l,ROP,CC1CCNC(=O)CC1,False,False,True,False,False,False,False,False,True,False,9,-41.98,7.36,0.733,1.475,29.0,-6.5,-65.96,1,0.857,-2.207,0.762,1.136,-0.08,0.18,3.111,2.1,0.612,1,-0.08,2.338,2.039,10.718,10.718,1235.324,0.0,1.0,-0.356,-2.012,0.222,0.356,3.59,5.146,5.122,9,1,10.718,192,4.288,18.76,0,219.861,3.555,5.755,3.555,1.068,12.452,12.241,-157.47,1,-64.26,1.824,4.795,0.0,1,0.222,-0.53,2.782,-86.71,1.824,52,1.966,0,5.814,29.1,1,0.515,6.69,2,2.929,2.782,0.553,1.068,5.814,26.186,5.317,55.634,0.22,2.853,1.102
291,-23.542,l,vinyl/acrylic,C=C(Cl)Cl,False,False,False,False,False,False,True,False,True,False,4,-14.97,2.62,0.054,0.381,6.5,-31.1,-25.5,0,0.0,-1.239,0.07,0.113,-0.035,0.33,1.5,1.598,0.285,0,2.77,2.803,39.476,4.846,4.846,549.033,0.111,1.0,-0.072,-1.568,0.111,0.099,1.59,2.121,1.406,4,0,0.0,28,1.732,0.0,0,97.716,1.487,6.55,0.732,0.0,0.0,6.579,-74.3,0,4.2,0.0,0.0,0.0,0,0.111,0.32,0.339,-47.4,0.0,24,0.811,0,1.963,0.0,0,0.433,3.577,0,0.0,1.445,0.379,0.0,3.475,0.0,0.0,35.021,0.099,1.621,0.592
292,-20.315,l,vinyl/acrylic,C=C(C)C(=O)Oc1ccccc1C(=O)O,False,False,False,False,False,False,True,False,True,False,4,-52.64,9.23,0.71,1.576,9.4,-22.74,-82.35,0,0.091,-2.108,0.758,1.342,-0.1,0.76,2.467,2.131,0.961,1,0.99,2.991,2.67,11.172,11.172,2058.874,4.849,1.0,-0.478,-2.056,-1.139,0.478,2.83,6.867,7.126,15,0,21.932,520,7.02,19.056,0,366.435,4.221,5.94,4.221,0.919,17.045,6.579,-347.66,0,-140.84,1.669,4.795,11.939,3,0.026,-2.1,2.971,-184.08,1.669,78,2.176,1,8.188,63.6,0,0.465,11.422,4,0.0,2.971,0.869,0.919,8.188,6.924,9.843,86.797,0.339,4.413,1.527
293,-5.712,s,ROP,CC1(C)C2CCC(=O)OC1C2,False,False,True,False,False,False,False,False,False,True,9,-20.77,3.64,0.619,0.907,40.364,0.0,-35.51,3,0.889,-2.486,0.5,1.291,-0.05,0.31,2.909,2.515,0.383,3,3.07,2.166,0.883,10.986,10.986,1509.841,5.253,0.059,-0.462,-2.485,0.003,0.462,4.0,5.065,5.551,11,2,10.986,266,5.104,18.76,0,268.719,4.3,5.7,4.3,2.168,12.073,13.847,-188.47,3,-95.79,3.351,9.531,5.969,2,0.003,-0.53,4.271,-92.68,3.351,62,2.17,1,7.093,26.3,2,0.497,8.06,2,2.966,4.271,0.468,2.168,7.093,39.214,4.737,66.922,0.306,1.992,1.234
294,-5.091,s,ROP,CC(C)C1CCOC(=O)CC1,False,False,True,False,False,False,False,False,False,True,9,-20.73,3.63,0.61,1.232,26.455,-11.5,-35.65,1,0.889,-2.078,0.638,1.271,-0.05,0.31,2.818,2.188,0.236,1,3.06,2.396,2.524,10.829,10.829,1509.841,4.944,0.062,-0.466,-2.154,-0.02,0.466,4.04,5.402,5.609,11,1,10.829,284,5.198,24.677,1,268.719,4.355,5.69,4.355,1.511,12.576,13.847,-267.37,1,-113.57,2.414,9.531,5.969,2,0.02,-0.53,3.552,-142.3,2.414,64,2.13,1,7.3,26.3,1,0.543,8.268,2,2.669,3.552,0.343,1.511,7.3,33.11,4.737,67.928,0.305,3.744,1.342
295,-5.354,s,ROP,CC1(C)CCOC(=O)CC1,False,False,True,False,False,False,False,False,False,True,9,-21.13,3.7,0.573,1.225,25.2,-11.5,-36.26,1,0.875,-2.099,0.638,1.16,-0.051,0.25,2.8,2.227,0.196,1,3.13,2.485,2.011,10.749,10.749,1372.583,4.9,0.067,-0.466,-2.188,-0.037,0.466,4.06,4.936,4.973,10,1,10.749,228,4.601,18.257,1,244.29,3.758,5.691,3.758,1.079,12.576,13.847,-258.91,1,-109.34,2.048,9.531,5.969,2,0.037,-0.53,3.635,-138.07,2.048,58,1.943,1,6.645,26.3,1,0.481,7.613,2,2.553,3.635,0.345,1.079,6.645,33.11,4.737,61.563,0.305,2.605,1.202
296,-22.801,l,vinyl/acrylic,C=C[Si](C)(C)Cc1ccccc1,False,False,False,False,False,False,True,False,True,False,4,-30.97,5.43,0.17,0.652,11.167,-16.27,-53.82,0,0.273,-2.255,0.185,0.617,-0.077,0.71,2.333,2.151,0.836,1,3.97,2.703,2.664,3.89,3.89,1647.099,0.0,1.0,-0.107,-2.16,-1.154,0.107,0.4,3.931,4.103,12,0,0.0,312,5.639,6.044,0,293.148,7.599,6.811,4.315,2.626,8.074,55.704,-36.64,0,8.2,4.48,6.044,0.0,0,1.154,-0.823,3.855,-28.57,2.055,64,2.056,0,7.878,0.0,0,0.62,9.027,0,0.0,8.594,0.854,1.194,8.878,19.138,0.0,75.947,0.075,3.721,0.955
297,-26.052,l,vinyl/acrylic,C=CC#N,False,False,False,False,False,False,True,False,True,False,4,-19.73,3.46,0.3,0.82,3.75,-23.6,-31.53,0,0.0,-1.235,0.255,0.615,-0.04,0.33,2.25,1.335,0.407,0,1.0,2.922,1.23,7.507,7.507,549.033,0.0,1.0,-0.193,-1.309,1.181,0.193,3.46,2.001,2.039,4,0,0.0,31,1.914,0.0,0,97.716,0.921,4.931,0.921,0.0,0.0,6.579,21.3,0,44.5,0.091,0.0,0.0,1,1.181,-0.77,0.333,0.4,0.091,20,1.371,0,2.232,23.79,0,0.373,3.414,1,1.181,0.333,0.296,0.0,2.232,0.0,0.0,25.172,0.091,2.23,0.502
298,-24.857,l,vinyl/acrylic,C=Cc1ccccc1,False,False,False,False,False,False,True,False,True,False,4,-24.94,4.37,0.17,0.652,8.5,-19.2,-42.39,0,0.0,-1.633,0.185,0.617,-0.059,0.6,2.125,1.753,0.836,1,3.4,2.991,0.969,3.631,3.631,1098.066,0.0,1.0,-0.098,-1.848,1.174,0.098,0.12,3.931,4.103,8,0,0.0,121,3.932,5.563,0,195.432,2.608,5.452,2.608,0.589,0.0,6.579,12.12,0,35.51,1.035,0.0,0.0,0,1.174,-1.04,1.615,-4.19,1.035,40,1.903,0,4.671,0.0,0,0.513,5.82,0,1.833,1.615,0.854,0.589,4.671,0.0,0.0,49.472,-0.026,2.314,0.955
299,-18.045,l,ROMP,C[Si](C)(C)C1CC2C=CC1C2,False,True,False,False,False,False,False,False,True,False,7,-24.55,4.3,0.072,0.295,41.909,-0.0,-47.23,2,0.8,-2.301,0.156,0.383,-0.076,0.46,2.091,2.417,0.518,2,4.16,2.146,1.196,2.52,2.52,1509.841,0.0,1.0,-0.085,-2.297,-0.829,0.085,0.5,3.199,3.217,11,0,0.0,235,5.071,30.219,0,268.719,8.332,6.773,4.755,5.318,8.074,31.793,-92.12,1,-21.32,6.28,0.0,0.0,0,0.829,-0.043,5.253,-70.8,3.391,62,2.418,0,7.801,0.0,0,0.414,8.06,0,7.921,10.726,0.438,2.776,8.801,38.024,0.0,70.703,0.048,2.223,0.835
300,-23.901,l,vinyl/acrylic,CC=CC,False,False,False,False,False,False,True,False,True,False,4,-12.17,2.13,0.055,0.085,9.5,-23.215,-16.85,0,0.5,-1.262,0.085,0.189,-0.016,0.33,1.25,1.339,0.144,0,3.11,2.549,1.74,2.0,2.0,549.033,0.0,1.0,-0.092,-1.491,2.0,0.092,0.11,1.674,1.924,4,0,0.0,29,1.914,13.847,0,97.716,1.488,4.68,1.488,0.0,0.0,0.0,-68.1,0,-2.629,0.333,0.0,0.0,0,2.0,-0.26,0.667,-42.256,0.333,24,1.371,0,3.155,0.0,0,0.37,3.414,0,4.0,0.667,0.146,0.0,3.155,13.847,0.0,27.144,-0.047,2.74,0.629
301,-9.728,l,ROP,CC1OC(=O)C(C)OC1=O,False,False,True,False,False,False,False,False,True,False,8,-38.38,6.73,0.722,1.416,33.0,-20.5,-67.12,1,0.667,-2.404,1.013,1.093,-0.096,0.33,1.6,2.315,0.566,1,0.37,2.631,1.097,10.651,10.651,1372.583,9.194,1.0,-0.448,-2.219,-0.747,0.448,2.36,4.22,4.37,10,1,21.301,216,4.609,13.847,2,244.29,3.02,5.863,3.02,0.636,24.147,9.474,-390.75,1,-166.36,1.25,19.063,11.939,4,0.48,-1.06,2.158,-203.89,1.25,56,1.841,2,5.788,52.6,1,0.444,7.724,4,-1.493,2.158,0.463,0.636,5.788,26.055,9.474,58.108,0.347,2.284,0.994
302,-27.008,l,vinyl/acrylic,C=CCCCC,False,False,False,False,False,False,True,False,True,False,4,-16.68,2.92,0.068,0.081,8.167,-22.75,-29.62,0,0.667,-1.614,0.071,0.127,-0.043,0.5,2.5,1.709,0.124,0,4.12,2.488,3.74,3.598,3.598,823.55,0.0,1.0,-0.103,-1.815,1.177,0.103,0.15,2.616,2.669,6,0,0.0,76,2.914,6.421,0,146.574,2.524,4.637,2.524,0.348,0.0,13.503,-83.5,0,-9.959,0.762,0.0,0.0,0,1.177,-0.26,1.431,-50.791,0.762,36,1.614,0,4.406,0.0,0,0.364,4.828,0,5.718,1.431,0.099,0.348,4.406,26.186,0.0,39.874,-0.035,4.74,0.911
304,-27.008,l,vinyl/acrylic,C=CC,True,False,False,False,False,False,True,False,True,False,4,-8.51,1.49,0.067,0.08,4.333,-20.5,-15.13,0,0.333,-1.073,0.06,0.174,-0.022,0.2,2.0,1.145,0.134,0,2.35,2.187,1.74,3.361,3.361,411.775,0.0,1.0,-0.103,-1.305,1.75,0.103,0.17,0.992,1.292,3,0,0.0,18,1.414,6.924,0,73.287,0.986,4.512,0.986,0.0,0.0,6.579,-52.4,0,4.835,0.0,0.0,0.0,0,1.75,-0.26,0.408,-36.735,0.0,18,0.918,0,2.284,0.0,0,0.357,2.707,0,1.75,0.408,0.115,0.0,2.284,6.924,0.0,20.78,-0.047,1.74,0.488
